#{"t_start": 1768917393.0072067, "env_id": "LunarLander-v3"}
r,l,t,impact_vel
-270.945662,91,1.024257,0.8362247
-137.103374,108,1.092911,0.31761536
-243.670545,85,1.16052,0.19438367
-310.533691,126,1.795997,0.35594887
-343.082126,125,1.912156,0.05029822
-91.006317,102,2.4626,0.540292
-52.798698,100,2.555423,0.0007880346
-226.905976,100,3.107317,0.4240316
-148.581849,105,3.210933,0.615659
-278.401566,104,3.777218,0.074359484
-369.3333,107,3.888091,0.29984024
-357.848988,175,4.526566,0.13060044
-111.625044,89,5.077271,0.50637275
-189.019831,123,5.203583,0.98334235
-310.559636,165,5.829452,0.19016832
-274.416512,209,6.497336,0.21221076
-418.5719,218,7.180685,0.5137172
-412.75112,186,7.828201,0.050041486
-34.667082,253,8.544566,0.039109454
-317.347044,156,9.163069,0.14908762
-334.627106,163,9.787225,0.05237645
-318.874599,201,10.449602,0.28070346
-331.818568,163,11.075098,0.01311269
-297.010406,249,11.788175,0.042899966
-289.251997,131,12.379918,0.07304657
-91.963396,154,12.536959,0.39808688
-131.129959,248,13.707762,0.50848943
-198.561198,166,14.336414,1.0106406
-267.888966,220,15.023032,0.13585606
-149.892537,194,15.679115,0.040643852
-327.324656,171,15.854158,0.002920565
-296.036095,271,17.047874,0.029220147
-402.865245,132,17.183821,0.22110136
-356.027514,169,17.815745,0.025309278
-310.703869,231,18.51128,0.120272
-23.872389,150,19.122691,0.24595666
-261.527944,297,20.345083,0.07775714
-293.14714,256,21.064888,0.14708175
-296.029569,189,21.716305,0.15645514
-174.678564,553,23.655364,0.18151744
-149.49638,162,23.821223,0.0043646577
-128.115972,302,25.047192,0.34709468
-159.016341,146,25.655468,0.0037217499
-89.206969,1000,28.885242,0.002828777
-176.848257,1000,32.091803,0.063722156
20.861646,1000,35.320901,0.0071260235
-18.843752,1000,38.527304,0.03952768
-3.566043,1000,41.737957,0.0056987493
-28.863647,1000,44.946827,0.0045809555
-85.739279,1000,48.148696,0.16707924
49.489185,1000,51.356778,0.03876892
-5.851807,1000,54.564253,0.015335266
-64.364489,1000,57.795062,0.05433215
-46.991531,1000,61.102434,0.028844826
-64.479063,1000,64.404966,0.03490658
-66.498935,1000,67.709553,0.1384334
-69.741417,1000,71.016917,0.07377466
-32.023774,1000,74.338379,0.016072975
-62.58626,1000,77.587125,0.08213316
-50.438647,1000,80.829673,0.028114595
-97.153834,1000,84.050596,0.08283003
-107.994463,1000,87.269212,0.010077838
-49.541994,1000,90.709129,0.022183316
-17.731233,1000,94.020972,0.005530522
-53.883478,1000,97.325586,0.05260861
-41.591604,1000,100.635348,0.08226617
-107.368842,1000,103.941932,0.051630065
-50.420252,1000,107.252432,0.0064087105
-94.421792,1000,110.564617,0.02177926
-2.99459,1000,113.879189,0.03083066
-33.694531,1000,117.18533,0.032271866
-91.256483,1000,120.480844,0.0025828637
29.001335,1000,126.244624,0.16476081
47.883694,1000,129.59197,0.026488606
50.896596,1000,132.933637,0.043472346
77.352737,1000,136.22149,0.06357719
54.135508,1000,139.49478,0.06969611
55.46458,1000,142.71568,0.038222753
63.40798,1000,145.97999,0.039913196
83.421146,873,149.156862,0.002639629
43.173791,1000,152.40753,0.043442465
79.547565,1000,155.713722,0.08180978
62.47438,1000,159.020534,0.07421687
28.339999,1000,162.323263,0.043123886
48.0931,1000,165.624187,0.055246286
24.156028,1000,168.930609,0.06553645
86.269218,1000,172.232288,0.074638136
-9.586345,1000,175.533682,0.036762126
60.714478,1000,178.838235,0.09504274
5.700855,1000,182.141752,0.043219563
43.654619,1000,185.444556,0.05096255
25.944847,1000,188.747954,0.043641243
29.084933,1000,192.055226,0.0038196857
30.091127,1000,195.357142,0.013224561
4.537162,1000,198.643916,0.0130669465
72.906993,1000,201.941715,0.056039844
81.961843,1000,205.249097,0.047738988
38.537417,1000,208.492638,0.047657993
40.545266,1000,211.811759,0.00014064553
35.53757,1000,215.02363,0.053558435
33.111729,1000,218.322004,0.045204554
25.349748,1000,221.642856,0.007605845
54.258575,1000,224.892333,0.039927833
56.34187,1000,228.09409,0.036675863
58.762335,1000,231.316527,0.03165682
54.534639,1000,234.618731,0.062555335
19.358395,1000,237.92009,0.094380125
47.742969,1000,241.222458,0.08105239
