rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/critic_loss,train/learning_rate,train/ent_coef_loss,train/actor_loss,train/ent_coef,robustness/avg_impact_vel,robustness/cvar_5_percent
101.0,6052,468,0,-236.99231625,4,,,,,,,,
107.0,6164,960,0,-183.876803125,8,,,,,,,,
101.83333333333333,5450,1316,0,-188.17465024999998,12,,,,,,,,
103.375,2014,1712,0,-211.408708375,16,50,89.22499502182006,0.0003,-0.02475094770314172,-1.095433793067932,0.9926833355426788,,
106.25,2263,2160,0,-220.76716679999998,20,,,,,,,,
106.41666666666667,1795,2792,1,-223.39438525,24,100,93.43446657180786,0.0003,-0.07490107715129853,-0.7808566153049469,0.9779031693935394,,
107.5,1937,3192,1,-216.09871785714284,28,,,,,,,,
107.875,1676,3768,2,-214.2822723125,32,150,85.92694032669067,0.0003,-0.12370777681469917,-0.5247328972816467,0.9633939146995545,,
113.11111111111111,1487,4184,2,-224.55097030555555,36,200,87.71463123321533,0.0003,-0.168770232796669,-0.3638642492890358,0.9492493784427642,0.5503487,-553.648237
112.4,1577,4612,2,-226.63596927500004,40,,,,,,,,
115.25,1490,5312,3,-226.4947423409091,44,250,74.25506242752076,0.0003,-0.2122066494822502,-0.036932283155620096,0.9355268263816834,,
117.41666666666667,1415,5912,4,-214.528990625,48,300,72.61879600524902,0.0003,-0.2577002283930778,-0.0739966419711709,0.9220398962497711,,
118.21153846153847,1358,6496,4,-214.71999638461537,52,350,74.56683165550231,0.0003,-0.3017502462863922,0.11655926255509258,0.908719824552536,,
124.83928571428571,1383,7656,5,-212.65098694642856,56,400,58.73661600112915,0.0003,-0.34335714161396025,0.1649167887866497,0.8956456315517426,,
131.4,1329,8132,6,-214.42248015,60,450,64.46856275558471,0.0003,-0.385927626490593,0.392807946652174,0.8827948677539825,0.4329658,-521.1258285
134.1875,1321,8964,6,-219.737652234375,64,500,46.814785017967225,0.0003,-0.42822339057922365,0.43904334455728533,0.8701490044593811,,
137.92753623188406,1312,9776,7,-224.00551405797103,68,550,48.371726174354556,0.0003,-0.4669819325208664,0.6753842793405056,0.8577235770225525,,
139.84722222222223,1292,10440,8,-219.72068119444444,72,600,42.94956717967987,0.0003,-0.5080325675010681,0.5727457101643085,0.8455112552642823,,
143.25,1345,11104,8,-227.27030472368418,76,,,,,,,,
144.8375,1336,11912,8,-226.71727463750003,80,650,40.587165126800535,0.0003,-0.547467656135559,1.073003022968769,0.8334910571575165,,
148.71428571428572,1322,12640,9,-229.61127574999998,84,700,38.74473814964294,0.0003,-0.5776321053504944,0.9777103348076344,0.8216936528682709,0.3873811,-499.33578325
150.0909090909091,1313,13420,10,-231.86136438636365,88,750,34.09921695709229,0.0003,-0.6198892736434937,1.1518305699527263,0.8101828110218048,,
152.2173913043478,1300,14104,10,-231.2647558369565,92,800,41.18833650112152,0.0003,-0.6543016934394836,1.3405238130688668,0.7988122367858886,,
152.70833333333334,1309,15152,11,-229.52730200000005,96,850,36.227841501235964,0.0003,-0.7031658160686493,1.486665044426918,0.7875406193733215,,
157.64,1266,16144,12,-229.17081100000007,100,950,30.58243934631348,0.0003,-0.7802328085899353,1.2991575327515603,0.7654124093055725,0.34085277,-499.33578325
161.49,1256,16808,13,-227.20451986000003,104,1000,28.054102268218994,0.0003,-0.8113953936100006,1.627678040266037,0.7545728182792664,,
165.26,1258,17688,14,-230.48635369999997,108,1050,31.882137389183043,0.0003,-0.8510575985908508,1.6754208028316497,0.743957484960556,,
171.95,1280,19020,14,-230.22198722999997,112,1100,32.629195942878724,0.0003,-0.8769410598278046,1.6223779554665088,0.733465725183487,,
175.67,1257,20232,16,-231.49777393,116,1200,17.72418556690216,0.0003,-0.9517645609378814,1.4024138204753398,0.7130562698841095,0.29136857,-483.18300660000006
184.05,1279,20760,16,-230.68738644,120,,,,,,,,
188.26,1276,21548,16,-229.54009352000006,124,1250,22.729791388511657,0.0003,-0.9820349395275116,1.7119484777003526,0.7031152248382568,,
191.29,1264,22960,18,-228.00672557000001,128,1350,24.328072299957274,0.0003,-1.0461671590805053,1.9382653567194938,0.6837842619419098,,
196.2,1245,24128,19,-229.58584505,132,1450,24.242284483909607,0.0003,-1.1008204889297486,2.104793694913387,0.6650665247440338,0.22732908,-455.0035832
204.61,1245,24968,20,-224.81191487,136,1500,20.440455169677733,0.0003,-1.112989115715027,1.908120791465044,0.6559497666358948,,
208.02,1249,25928,20,-226.22120918000002,140,1550,24.753613386154175,0.0003,-1.1532931685447694,2.4463897705078126,0.6470587313175201,,
212.27,1249,26780,21,-229.07360706,144,1600,22.397345395088195,0.0003,-1.1824651956558228,2.6570491194725037,0.6382709932327271,,
218.69,1240,28140,22,-235.39798836000003,148,1700,24.708089470863342,0.0003,-1.2370689511299133,2.6726064521074293,0.621009247303009,0.20091942,-444.61241259999997
226.89,1248,29268,23,-236.29633395999997,152,1750,22.06489188194275,0.0003,-1.2738884115219116,2.913301522731781,0.6125163865089417,,
229.4,1238,30580,24,-233.20073116,156,1850,26.67244358062744,0.0003,-1.3192975115776062,3.1350019544363024,0.5960206627845764,,
236.11,1240,33084,26,-233.11563886000005,160,2000,23.738585205078124,0.0003,-1.386001160144806,2.718928745985031,0.5723176896572113,0.18168454,-454.18287840000005
255.48,1241,34700,27,-225.76164007,164,2100,24.968639307022094,0.0003,-1.4360341811180115,2.7650207936763764,0.5570359420776367,,
279.13,1239,38580,31,-220.31682379000003,168,2350,26.32746919631958,0.0003,-1.5582412695884704,2.716941985189915,0.5207482504844666,0.15408549,-447.2897738
311.58,1239,42580,34,-215.14385729000003,172,2600,18.870150384902953,0.0003,-1.6439682388305663,3.4982545709609987,0.48700673460960386,0.14756134,-439.73655499999995
340.43,1240,46580,37,-203.82860751,176,2850,20.654596362113953,0.0003,-1.7305518937110902,2.566252167224884,0.4555764406919479,0.14226943,-409.83430259999994
373.43,1240,50580,40,-195.75429578000004,180,3100,17.866437292099,0.0003,-1.8899848794937133,1.310703094303608,0.42628214180469515,0.136698,-406.0428002
403.2,1240,54580,43,-187.06813516999998,184,3350,25.19587962627411,0.0003,-1.8981538701057434,1.226304208934307,0.3988096880912781,0.13368112,-406.0428002
436.04,1241,58580,47,-177.71485392000002,188,3600,19.397742052078247,0.0003,-2.0607839965820314,0.9160971650481224,0.373020623922348,0.1313144,-406.0428002
468.08,1241,62580,50,-169.96442893000003,192,3850,16.603425126075745,0.0003,-2.2015088558197022,0.009473649859428406,0.3486197030544281,0.12961048,-406.0428002
501.52,1242,66580,53,-162.40287198,196,4100,16.760827741622926,0.0003,-2.300058994293213,-0.6751842340826988,0.3254255050420761,0.12840533,-406.0428002
530.48,1241,70580,56,-156.88446324999998,200,4350,23.159470796585083,0.0003,-2.403828363418579,-0.7497680567204952,0.3035368525981903,0.119921304,-406.0428002
562.59,1240,74580,60,-150.30989706,204,4600,18.80628846645355,0.0003,-2.4700810718536377,-1.6694287535548211,0.28356086552143095,0.114967406,-406.0428002
594.3,1238,78580,63,-143.72719689,208,4850,16.82089373588562,0.0003,-2.518783435821533,-1.1841522884368896,0.2642908984422684,0.10507396,-406.0428002
623.95,1237,82580,66,-137.42702308999998,212,5100,18.54426754951477,0.0003,-2.692915635108948,-2.2289071720838547,0.24653888463974,0.103631474,-406.0428002
655.91,1235,86580,70,-126.89244579999996,216,5350,16.249340291023255,0.0003,-2.7383335208892823,-2.2718949115276335,0.229984610080719,0.10176402,-406.0428002
682.82,1234,90580,73,-118.19642057999998,220,5600,13.732280611991882,0.0003,-2.8127059268951418,-3.124824974536896,0.21452780544757843,0.09528199,-401.9100998
714.32,1234,94580,76,-111.5267807,224,5850,18.449241638183594,0.0003,-2.794796543121338,-3.270334941148758,0.20021102219820022,0.08722183,-389.60495460000004
746.73,1234,98580,79,-107.8623955,228,6100,16.970755200386048,0.0003,-3.141283688545227,-3.8069478178024294,0.18694172233343123,0.0839079,-381.8961654
777.4,1234,102580,83,-99.70035704000001,232,6350,12.11363528728485,0.0003,-3.0481629276275637,-4.47663447022438,0.17433274924755096,0.07640609,-381.8961654
802.45,1234,106580,86,-97.65831716000001,236,6600,16.286633291244506,0.0003,-3.2080299997329713,-5.1609622716903685,0.1623952543735504,0.07482491,-381.8961654
834.8,1232,110580,89,-89.87278435999998,240,6850,8.074346194267273,0.0003,-3.3535559606552123,-5.974235849380493,0.1512695810198784,0.070902504,-381.8961654
864.8,1231,114580,93,-79.79664925000002,244,7100,5.651328761577606,0.0003,-3.385956230163574,-6.540680656433105,0.14088229298591615,0.06615321,-371.8172906
892.73,1230,118580,96,-72.25966703,248,7350,8.794803903102874,0.0003,-3.47304084777832,-6.713506736755371,0.13122196406126022,0.058134917,-342.4732728
919.42,1229,122580,99,-63.42330415000001,252,7600,6.697898318767548,0.0003,-3.4543713474273683,-7.222717790603638,0.12225938603281974,0.05441505,-303.3505642
948.47,1229,126580,102,-62.50420977000001,256,7850,3.4417045640945436,0.0003,-3.6052142333984376,-8.327063865661621,0.11400312632322311,0.05566016,-293.29873140000007
972.83,1228,130580,106,-54.81544718,260,8100,2.2580383014678955,0.0003,-3.7379057359695436,-8.688942127227783,0.1061280657351017,0.049127597,-293.29873140000007
986.42,1227,134580,109,-52.617426179999995,264,8350,1.960879900455475,0.0003,-3.8218806314468385,-8.985608968734741,0.09865601778030396,0.04458429,-251.0784632
