#{"t_start": 1768659366.2757509, "env_id": "LunarLander-v3"}
r,l,t
-138.808163,60,2.703087
-375.397353,94,2.878629
-193.130519,104,3.068247
-182.97283,109,3.247883
-300.256807,120,3.463226
-144.121471,101,3.651001
-159.843027,69,3.767789
-36.809097,112,3.985214
-146.884447,105,4.15247
-155.152169,78,4.299985
-170.411243,75,4.439854
-65.953153,122,4.629655
-187.794873,111,4.846333
-205.722437,104,5.047163
-177.709205,108,5.233466
-418.596949,90,5.407148
-332.930911,114,5.618354
-138.301799,94,5.772907
-92.758981,73,5.902739
-137.891329,72,6.05307
-161.262127,65,6.203435
-64.173376,81,6.374645
-179.27232,119,6.623455
-0.853943,74,6.734267
-132.021085,128,6.947335
-105.851677,93,7.124013
-127.568751,85,7.247001
-198.778216,91,7.424029
-115.778584,67,7.553792
-334.112023,101,7.753828
-213.007658,96,7.903052
-138.937519,69,8.036068
-374.837973,97,8.225781
-366.448769,86,8.369839
-161.07634,109,8.583033
-60.301095,88,8.752247
-306.267329,82,8.88975
-272.337286,127,9.127544
-73.938039,72,9.269573
-183.318036,124,9.503661
-186.047168,129,9.74057
-110.322461,82,9.903963
-236.831009,103,10.07291
-230.256167,91,10.237438
-40.202645,65,10.385368
-260.124857,95,10.536098
-137.723886,67,10.669065
-136.396936,105,10.869085
-206.854608,116,11.087405
-126.487921,86,11.235823
-245.362516,111,11.443082
-375.821923,162,11.720509
-137.590897,160,12.036765
-100.698882,98,12.186913
-320.548241,94,12.370405
-97.387594,101,12.573891
-95.453783,126,12.819588
-122.532384,66,12.935354
-140.528361,55,13.051387
-0.617372,97,13.237052
-82.060048,63,13.351962
-203.580081,155,13.618987
-395.680537,107,13.836783
-155.780078,94,14.019297
-64.532602,77,14.172505
-78.117938,72,14.303605
-119.442102,90,14.470437
-271.478403,77,14.601766
-122.274707,120,14.830008
-153.132002,92,15.008365
-285.186155,96,15.19411
-187.416396,107,15.461519
-126.555163,85,15.644591
-202.817074,88,15.892983
-67.994607,69,16.061397
-93.199717,96,16.263838
-185.164062,76,16.469303
-87.403874,79,16.631523
-200.103395,167,17.051156
-24.296785,118,17.332759
-199.723427,97,17.544171
-285.188993,78,17.729631
-76.899302,101,17.984094
-69.686718,91,18.218269
-103.806971,126,18.527867
-138.34542,130,18.820965
-119.542677,91,19.010579
-134.529509,104,19.264933
-79.03609,95,19.500184
-144.492567,106,19.7672
-184.267054,140,20.084883
-175.029615,129,20.38893
-95.051221,147,20.731953
-158.660693,67,20.8746
-207.900611,124,21.196144
-216.205444,100,21.451101
-868.318612,355,22.684014
-1016.595474,233,23.332266
-1042.313493,229,23.882823
-1194.76932,418,24.900304
-1076.186954,271,25.603393
-1174.731473,327,26.434935
-1099.372002,239,27.017389
-859.357324,303,27.755033
