#{"t_start": 1768914439.859482, "env_id": "LunarLander-v3"}
r,l,t
-235.163149,128,2.247625
-102.768307,97,2.413902
-47.867964,100,2.599198
-116.834039,80,2.744685
-295.402845,141,2.974032
-141.902539,71,3.070586
-432.983048,105,3.260862
-434.336814,110,3.445562
-203.647072,85,3.591631
-89.642857,75,3.698392
-170.194158,118,3.882558
-324.296898,72,4.025931
-29.072598,73,4.132515
-74.927395,101,4.29855
-152.203792,85,4.461886
-50.679497,72,4.561921
-100.984835,76,4.700851
-483.564521,108,4.885702
-101.128203,119,5.11837
-113.809874,89,5.247347
-114.871272,76,5.383597
-109.270911,96,5.560032
-126.252757,72,5.671389
-167.782165,126,5.881485
-77.644057,89,6.03457
-275.249294,106,6.218046
-177.055445,109,6.403376
-442.537368,116,6.603399
-401.344918,114,6.766855
-425.226078,137,7.024554
-115.011814,84,7.15335
-258.245584,102,7.32094
-151.827027,95,7.507309
-92.416785,67,7.602292
-248.148969,79,7.752201
-152.088438,78,7.869097
-218.96534,116,8.085619
-74.409518,76,8.235379
-86.278307,68,8.334593
-159.262957,120,8.547925
-77.14584,64,8.651182
-68.841077,74,8.793141
-138.310498,74,8.906615
-70.467692,67,9.028304
-155.468304,64,9.127171
-30.76517,124,9.381947
-67.231805,79,9.543596
-58.180506,67,9.645608
-161.131383,141,9.869134
-147.230434,108,10.069411
-95.608359,75,10.203933
-288.158604,95,10.352796
-351.061161,97,10.535125
-104.616128,78,10.68467
-165.954906,102,10.853458
-114.628053,113,11.055689
-188.92002,136,11.299292
-54.117277,68,11.403243
-86.244347,69,11.518163
-140.73977,122,11.734418
-194.200963,116,11.937463
-13.802479,75,12.035219
-86.415097,88,12.206155
-93.459999,82,12.322268
-64.097171,100,12.503682
-110.249079,95,12.68303
-93.740058,83,12.828825
-284.429113,121,13.035304
-227.881007,103,13.184804
-331.113106,128,13.401401
-33.347269,106,13.584777
-129.519569,79,13.736113
-31.451493,85,13.888051
-75.310683,79,14.036123
-79.897997,89,14.193218
-53.435882,107,14.375906
-227.596052,119,14.576049
-229.706926,99,14.718503
-96.033351,97,14.902242
-0.348079,85,15.051478
-227.127133,140,15.291422
-310.78893,150,15.535973
-140.362524,112,15.744183
-328.903688,109,15.968546
-180.320853,173,16.284332
-120.625043,90,16.462049
-40.277915,114,16.651879
-294.674076,115,16.852203
-55.82938,69,16.952931
-46.501158,90,17.120662
-17.450296,77,17.234371
-240.279887,123,17.450925
-91.047115,182,17.768933
-200.175131,109,17.952997
-56.760462,107,18.104004
-178.497565,78,18.248372
-191.235058,160,18.497354
-167.332464,154,18.771521
-5.182701,112,18.940289
-257.138408,88,19.082858
-145.225919,108,19.268309
-62.828852,69,19.399456
-217.505493,142,19.619539
-308.815454,128,19.8413
-26.134575,85,19.965365
-405.19058,127,20.168569
-296.472256,190,20.501852
-61.947266,81,20.635331
-211.881027,149,20.905777
-118.533114,99,21.104238
-271.033466,149,21.580879
-214.226638,95,21.882128
-259.855891,147,22.39416
-123.70184,81,22.659072
-24.099313,98,22.972012
-51.640998,116,23.369879
-94.480812,98,23.632995
-228.975302,178,24.29517
-346.996968,143,24.763478
-152.972334,132,25.150491
-147.299791,147,25.675124
-317.997401,129,26.097886
-147.376359,87,26.420539
-65.165427,137,26.860241
-296.686259,153,27.298791
-42.240914,90,27.617371
-90.892136,115,28.000932
-135.264074,101,28.275867
-102.031704,139,28.75728
-208.324704,117,29.09266
-50.1041,84,29.38086
-181.370083,107,29.684944
-338.699288,218,30.37208
-169.517064,119,30.768619
-35.226216,78,31.001774
-162.319176,158,31.507065
-221.805499,144,32.057989
-124.732302,113,32.358288
-84.643541,106,32.708607
-74.951135,83,33.015709
-84.662631,111,33.364563
-239.267618,83,33.584305
-54.112499,89,33.898619
-566.143263,94,34.399083
-396.564569,82,34.649896
-658.784508,110,35.009412
-551.261123,90,35.261614
-587.191493,89,35.548176
-532.160066,115,35.9116
-364.91784,90,36.232939
-499.477569,83,36.464827
-547.017948,94,36.801795
-556.743077,71,37.071002
-498.670266,110,37.387825
-1233.820674,265,38.2174
-617.819066,134,38.682574
-494.31988,115,39.068054
-527.309989,113,39.362555
-707.684254,96,39.653005
-390.292077,87,39.948299
-720.058568,290,40.850117
-925.570604,239,41.57738
-1023.559734,259,42.408779
-616.240433,72,42.649865
-644.242844,85,42.898966
-1015.148074,279,43.738311
-909.908405,276,44.641745
-616.532781,95,44.893683
-568.725196,109,45.250163
-1269.236224,367,46.411472
-589.804602,112,46.751249
-2075.843434,340,47.867201
-756.654759,155,48.336686
-605.72044,292,49.249664
-503.600674,84,49.532593
-646.688994,96,49.801398
-396.159001,77,50.064945
-561.221544,107,50.394486
-806.58916,275,51.281998
-489.052493,113,51.628376
-546.950117,98,51.947372
-728.749688,116,52.300462
-909.966327,232,53.048484
-665.749177,82,53.334242
-2168.366892,375,54.543124
-1358.479085,408,55.808315
-545.605691,73,56.064072
-794.085322,266,56.866033
-468.232772,99,57.182833
-634.531535,90,57.417037
-576.052859,96,57.740308
-976.844192,281,58.597841
-625.229748,78,58.845789
-1142.472935,274,59.643928
-604.340453,90,59.916632
-466.246061,84,60.145967
-1925.877869,380,61.324941
-772.930368,279,62.231302
-791.833508,220,62.866542
-3087.457221,397,64.123085
-594.978802,85,64.432916
-564.990485,110,64.812564
-479.273851,73,65.010159
-598.626866,86,65.325202
-595.744166,83,65.663863
-651.677535,103,66.0223
-678.498631,84,66.275377
-1078.970491,263,67.125328
-524.977417,100,67.442019
-471.518794,102,67.794035
-655.686728,88,68.092349
-506.218515,82,68.293547
-1834.916047,385,69.509002
-548.576778,109,69.860377
-2203.044864,420,71.20974
-481.15749,76,71.460584
-468.170094,87,71.728867
-1887.998237,476,73.292196
-567.972048,86,73.576376
-526.718182,126,73.97928
-413.583806,108,74.326098
-459.033557,78,74.527119
-554.943631,84,74.807942
-434.765154,76,75.048136
-1256.702988,393,76.392411
-430.353243,108,76.778944
-1958.150393,498,78.541735
-400.394191,92,78.90695
-974.779545,287,79.908448
-1474.220365,505,81.71411
-601.064532,76,81.998983
-1030.568,381,83.483918
-137.946527,125,83.932344
-48.34552,153,84.506784
-137.074197,138,84.958985
3.327888,1000,88.442601
-90.770514,133,88.906403
-104.296099,97,89.214156
-126.907065,119,89.607166
-271.835351,213,90.239713
-117.271379,144,90.726275
-175.40186,159,91.236001
-119.278479,98,91.598445
28.34412,1000,94.874299
-322.045119,145,95.33498
-70.64411,124,95.773348
-270.703256,167,96.329845
-137.472531,150,96.87399
-496.535091,194,97.50108
-58.810291,142,98.006183
-24.055607,95,98.300731
4.539677,1000,101.698958
-263.793055,121,102.11445
-147.365448,128,102.539229
-94.508111,118,102.941382
-28.033048,116,103.329056
-91.085189,114,103.709328
-77.86419,180,104.304414
-46.112335,123,104.732179
-130.797762,224,105.568
-285.780223,132,105.993471
-147.090066,169,106.53088
-320.256096,292,107.554005
-2.065388,139,108.013562
-66.634513,198,108.645936
-96.325586,117,109.077238
-47.958061,125,109.489184
-182.355579,204,110.182237
-15.592345,100,110.47865
-180.851076,195,111.192511
-193.41784,284,112.119931
-217.605815,199,112.782145
-226.493087,263,113.68829
-62.985047,274,114.671754
12.335534,201,115.296787
-148.832999,383,116.556717
0.804463,186,117.1445
-217.087953,230,117.912889
-121.980703,528,119.199547
-292.339418,264,119.647434
3.227146,129,119.864501
-35.356057,194,120.178144
-266.12954,218,120.56219
50.159266,172,120.841586
25.147387,208,121.200449
-87.048148,322,121.751061
18.947533,184,122.04699
14.311448,253,122.479333
-301.340862,355,123.081063
-215.392717,293,123.562588
-22.264483,244,123.983232
-65.339926,225,124.37333
-76.383507,307,124.877684
20.934407,185,125.199703
-146.903818,341,125.747339
-133.880407,305,126.334781
-339.070919,90,126.477352
-327.550142,59,126.580937
-344.474688,89,126.733132
-383.784652,90,126.878773
-295.004778,53,126.995855
-308.585737,76,127.111278
-305.521348,87,127.264085
-312.687415,83,127.414406
-310.201424,90,127.542189
-291.851203,60,127.668492
-276.989593,73,127.780145
-354.814338,76,127.91419
-504.980118,82,128.064453
-390.03366,91,128.206124
-374.405933,70,128.33651
-299.071302,58,128.41099
-362.894978,68,128.547721
-313.200557,67,128.643092
-319.098899,81,128.797243
-301.848842,81,128.946892
-312.578305,77,129.060358
-352.722901,68,129.192261
-252.897203,78,129.31459
-398.889097,74,129.44772
-384.694364,72,129.558241
-357.230773,86,129.71353
-337.376884,91,129.87765
-256.455564,72,129.976563
-285.737977,71,130.112588
-296.424922,80,130.24762
-243.973514,79,130.385028
-347.579565,62,130.49782
-369.142609,64,130.595572
-394.838558,72,130.731469
-292.391048,70,130.826686
-295.382187,70,130.963961
-363.163534,62,131.058804
-328.880117,68,131.18064
-412.687774,73,131.294379
-381.073073,85,131.450804
-296.077218,83,131.604731
-300.213724,63,131.696834
-240.757843,63,131.822457
-241.527123,66,131.911163
-285.841596,59,132.0371
-395.366721,76,132.142983
-416.120311,74,132.280833
-374.540891,93,132.44782
-302.931072,87,132.57551
-385.403674,77,132.726613
-292.885096,61,132.811896
-382.468882,69,132.946338
-259.122073,68,133.04759
-262.09252,103,133.236265
-236.882433,80,133.378536
-319.432228,77,133.491896
-313.20297,80,133.628579
-302.653327,65,133.747289
-399.433011,83,133.877618
-304.158752,77,134.030083
-383.951716,81,134.145889
-245.835715,68,134.279602
-330.853486,58,134.374979
-263.002901,77,134.514084
-303.510697,82,134.660848
-324.128643,61,134.754985
-391.522778,75,134.891804
-297.30276,75,134.993207
-324.206075,88,135.163544
-320.793059,99,135.338968
-245.165862,64,135.427363
-333.584332,69,135.563085
-306.990416,58,135.642002
-385.486542,84,135.796901
-363.743951,69,135.908406
-249.589588,69,136.028736
-221.819464,95,136.198775
-348.022624,60,136.295008
-308.93391,56,136.407931
-347.109569,61,136.493719
-275.555255,71,136.632119
-246.06598,92,136.774551
-373.903408,64,136.895138
-377.541732,76,137.011577
-376.661263,62,137.127386
-360.254354,82,137.264262
-284.671884,78,137.393609
-327.555164,71,137.518328
-330.100465,60,137.618582
-317.657593,54,137.726543
-346.689744,66,137.827724
-390.301786,66,137.947672
-325.916987,66,138.042619
-325.424628,84,138.198628
-401.496903,69,138.311347
-294.429403,80,138.445692
-321.754765,66,138.579846
-270.464293,84,138.710003
-369.226872,64,138.830184
-387.891147,70,138.929347
-206.550096,93,139.095166
-350.886677,60,139.190997
-422.864358,88,139.344715
-240.85654,93,139.517104
-314.166604,73,139.640577
-358.160188,85,139.795053
-326.23338,57,139.897453
-389.605556,70,140.01108
-292.78409,94,140.180316
-365.040221,70,140.295455
-354.568497,78,140.442693
-281.159888,86,140.597131
-265.146701,81,140.723356
-247.707991,74,140.846992
-280.4676,76,140.98366
-310.579511,66,141.096625
-204.513154,96,141.279891
-415.482198,80,141.392046
-390.586018,77,141.547128
-222.945165,87,141.699209
-391.298099,81,141.826238
-335.613812,84,141.979951
-310.987544,81,142.125027
-281.147311,68,142.247237
-339.017725,67,142.376121
-290.775821,64,142.461385
-318.307397,93,142.62963
-278.7653,79,142.762467
-330.544794,81,142.911353
-294.384282,94,143.080905
-271.103287,91,143.234122
-324.230301,86,143.377641
-268.249689,68,143.508935
-335.231628,82,143.63914
-235.828944,74,143.762108
-259.150013,87,143.930895
-324.701958,90,144.058574
-363.869809,91,144.238472
-214.321587,90,144.397364
-381.796697,73,144.508457
-332.027801,78,144.645187
-269.203852,82,144.797381
-362.212553,70,144.910211
-394.686762,69,145.043705
-329.598616,67,145.143231
-320.699393,68,145.273532
-405.018458,92,145.408291
-269.44149,100,145.59301
-298.058975,56,145.698401
-260.750555,73,145.812025
-310.402563,77,145.947251
-253.36144,85,146.089072
-309.529114,56,146.195697
-309.395576,68,146.302891
-283.71661,86,146.444125
-292.625379,66,146.583401
-225.132128,69,146.693049
-315.812057,71,146.825875
-383.274444,63,146.910108
-250.985994,70,147.0474
-383.483157,75,147.158827
-247.978305,91,147.333628
-421.910985,85,147.488618
-288.167147,78,147.60741
-270.746796,63,147.731662
-297.403203,87,147.881859
-365.312817,84,148.009599
-291.821236,57,148.129505
-355.579541,58,148.213328
-348.717249,60,148.330249
-315.137256,73,148.446547
-266.358783,74,148.585712
-323.093583,56,148.66129
-353.357477,80,148.814495
-252.457752,109,148.997101
-311.094365,88,149.14285
-344.613342,64,149.271237
-258.549515,80,149.391883
-395.376269,73,149.528879
-316.504884,63,149.624675
-405.356423,81,149.779037
-328.566559,63,149.89906
-382.404678,89,150.02929
-294.733474,73,150.164122
-297.890991,80,150.295233
-310.75332,85,150.44473
-328.378549,55,150.546511
-327.892175,74,150.67621
-355.383231,72,150.815187
-251.723691,66,150.90892
-364.441924,72,151.052876
-267.314388,83,151.175247
-311.142354,90,151.344226
-386.802865,77,151.480059
-428.160941,78,151.5966
-386.62719,75,151.744932
-408.509932,82,151.880657
-317.717361,60,151.977896
-368.630066,64,152.09725
-401.986479,75,152.21294
-350.496688,58,152.38656
-307.94037,90,152.526869
-355.764984,73,152.663047
-454.092169,83,152.831606
-310.250875,81,152.945764
-377.734289,73,153.089512
-370.442709,73,153.197399
-344.357795,63,153.313385
-283.276052,75,153.424272
-300.552532,61,153.546729
-316.516007,90,153.697277
-385.210329,72,153.812166
-336.194305,61,153.930154
-363.854692,78,154.04721
-232.494448,61,154.164598
-303.750381,78,154.279172
-260.744125,93,154.446882
-262.619722,68,154.56335
-287.492449,61,154.660783
-324.448234,70,154.796259
-217.40913,64,154.893014
-240.707966,92,155.048261
-297.976394,82,155.173211
-247.559011,89,155.330097
-151.563234,100,155.507504
-175.550893,68,155.606244
-154.164138,81,155.749398
-215.150681,84,155.906196
-171.285678,64,155.993798
-193.709425,87,156.150103
-111.432428,74,156.262759
-114.141748,88,156.412578
-87.931325,70,156.551934
-170.051528,76,156.658363
-111.339686,81,156.811828
-54.692765,100,156.988411
-63.56407,99,157.157744
-62.344461,105,157.310208
-83.305264,111,157.494669
-91.934863,104,157.678489
-77.707437,85,157.837954
-70.288384,143,158.075507
-80.543724,136,158.295898
-16.926719,213,158.661805
-47.838967,423,159.346246
-94.81992,478,160.078918
-12.130639,159,160.337097
-23.490246,146,160.607392
-241.065634,214,160.982985
-39.486268,391,161.630123
-112.415021,224,161.974335
-212.703306,191,162.272336
-64.220173,220,162.619271
-16.841753,227,162.94288
-49.474501,263,163.407106
-61.043591,266,163.851828
-50.28578,114,164.007825
48.680863,181,164.296059
22.598282,107,164.486348
14.725405,235,164.868521
-40.396269,377,165.427753
9.900042,128,165.624604
-66.493388,128,165.825196
-58.128131,246,166.191155
-9.415552,315,166.666931
-112.521402,331,167.15875
14.709382,289,167.649394
31.743437,193,167.943422
165.377072,1000,169.445233
-66.609721,506,170.226032
11.804319,323,170.678553
-18.959713,374,171.211817
-127.478995,452,171.846082
81.798142,1000,173.354409
-32.98627,297,173.761925
-19.095997,230,174.112723
117.197527,1000,175.624669
-104.201504,274,176.053581
-296.376946,1000,177.813646
-328.091932,1000,179.485737
-248.722566,1000,181.157969
-312.74669,1000,182.827864
-273.339872,1000,184.529645
-303.313814,1000,186.225756
-264.843542,1000,187.899612
-291.568379,1000,189.557372
-326.212136,1000,191.22611
-278.446195,1000,192.877902
-275.957887,1000,194.549518
-306.452049,1000,196.19836
-304.364881,1000,197.856337
-198.810466,1000,199.525151
-269.40949,1000,201.193614
32.145712,1000,202.85655
-31.84308,576,203.67533
-104.14965,459,204.344625
-135.758593,233,204.711216
-117.545945,392,205.323089
-40.207782,223,205.679803
-61.181164,256,206.063541
15.70797,191,206.344063
-53.00287,413,206.974564
104.847491,1000,208.494211
80.129327,1000,209.945173
44.29621,1000,211.38084
-40.969237,559,212.177533
46.789434,1000,213.626867
106.769664,1000,215.097169
129.698571,1000,216.490309
-51.900195,412,217.067333
-52.269588,1000,218.49033
33.507718,1000,220.010701
68.708453,1000,221.45771
148.543056,1000,222.926389
-102.053535,438,223.523048
-328.653299,1000,225.231316
-390.527494,1000,226.942326
-358.777281,1000,228.676934
-329.327256,1000,230.425347
-364.559762,1000,232.088192
-343.855083,1000,233.775655
-353.168854,1000,235.458591
-326.747844,1000,237.159418
-312.148193,1000,238.834527
-363.751526,1000,240.487159
-396.688274,1000,242.155207
-449.80579,965,243.77566
-365.716418,1000,245.452513
-372.529118,1000,247.105863
-392.047169,1000,248.776278
-107.731354,1000,251.721342
150.464346,1000,254.736785
82.581193,1000,257.65646
-153.644681,303,258.461033
-174.713881,336,259.449524
-162.764741,204,260.053152
-178.056471,171,260.624202
-169.683778,318,261.550433
-169.619737,258,262.302504
-165.401561,195,262.904773
-209.712191,291,263.803655
-226.728207,215,264.496079
-189.463354,251,265.309168
-219.39734,215,265.915287
-132.767841,306,266.990844
-175.795291,241,267.709565
-148.892066,358,268.730482
32.497804,1000,271.714132
108.102556,1000,274.741038
169.022238,701,276.700618
36.564479,1000,279.575759
-110.062362,365,280.635532
-51.581142,1000,283.452663
-60.132636,1000,286.346993
-71.411407,395,287.53727
-76.549433,1000,290.440563
-41.918763,1000,293.20424
-177.889821,1000,296.58443
-147.160718,1000,298.638405
-182.014834,1000,300.306992
-184.244341,1000,301.9822
-150.554431,1000,303.666951
-151.930459,1000,305.335582
-192.773487,1000,307.012232
-156.593456,1000,308.672547
-149.725616,1000,310.347048
-171.141504,1000,312.056915
-181.093981,1000,313.701326
-145.895622,1000,315.369525
-172.735732,1000,317.03548
-185.390061,1000,318.707838
-164.107421,1000,320.390466
-42.77633,1000,321.890198
-52.760429,1000,323.404076
-53.04054,1000,324.989383
-145.748876,300,325.490438
-181.906266,375,326.085004
-47.189256,1000,327.63757
-169.082681,348,328.190048
-14.786808,1000,329.690887
-133.591895,241,330.057252
-15.80608,1000,331.621069
-184.850139,346,332.121799
-155.49438,389,332.703652
111.004848,1000,334.163026
16.077136,1000,335.615075
-180.59156,236,335.98998
-175.989984,352,336.505838
-119.58668,384,337.101449
-180.282269,293,337.597217
-53.355757,1000,339.021065
-10.568742,1000,340.490261
-17.904773,1000,341.922312
-85.52303,1000,343.463613
-191.792094,225,343.873612
-187.217867,172,344.138937
-177.526583,323,344.679843
-222.187518,238,345.069622
-179.442103,341,345.63884
-207.9475,235,346.047526
-198.96609,349,346.629343
-171.573356,371,347.231973
-183.171234,211,347.585543
-211.025446,311,348.126136
-221.281166,243,348.505504
-179.047116,165,348.800974
-187.72609,342,349.349948
-157.30502,120,349.553514
-194.044687,327,350.122432
-228.508654,251,350.538467
-172.371625,331,351.069201
-190.19819,286,351.585252
-163.486945,150,351.837701
-177.538847,362,352.439692
-192.133947,179,352.736388
-213.389678,295,353.234267
-197.76465,186,353.555917
-187.319184,332,354.10021
-178.882422,328,354.671205
-252.993444,252,355.092781
-221.045189,248,355.505413
-204.354698,216,355.881811
-163.295844,338,356.434525
-226.69281,213,356.795417
-180.631482,163,357.05422
-180.953529,311,357.59703
-227.030798,283,358.08586
-218.361209,225,358.472682
-200.524168,243,358.88043
-227.854117,230,359.283098
-205.617879,260,359.718315
-186.002413,315,360.285058
-233.747384,251,360.722429
-201.718575,281,361.188114
-225.968101,226,361.588885
-231.423356,257,362.022478
-185.392681,156,362.287944
-206.472098,285,362.768266
-194.751534,279,363.237807
-165.094131,136,363.469348
-165.511803,188,363.788129
-184.664009,312,364.304042
-233.3183,233,364.686886
-251.042545,226,365.089105
-211.529424,303,365.584411
-229.276671,260,366.024853
-208.195715,207,366.380866
-220.83281,294,366.852376
-201.122898,265,367.30262
