Model,Row,Col,Angle,Force,Success
PPO (Latent),1,0,0,15.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,0.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,5.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,10.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,45,15.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,0.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,5.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,10.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,90,15.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,0.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,5.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,10.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,135,15.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,0.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,5.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,10.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,180,15.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,0.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,5.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,10.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,225,15.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,0.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,5.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,10.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,270,15.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,0.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,5.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,10.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
PPO (Latent),1,0,315,15.0,0
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,0.0,1
LSTM (Latent),1,1,0,5.0,0
LSTM (Latent),1,1,0,5.0,0
LSTM (Latent),1,1,0,5.0,0
LSTM (Latent),1,1,0,5.0,1
LSTM (Latent),1,1,0,5.0,0
LSTM (Latent),1,1,0,5.0,0
LSTM (Latent),1,1,0,5.0,1
LSTM (Latent),1,1,0,5.0,1
LSTM (Latent),1,1,0,5.0,1
LSTM (Latent),1,1,0,5.0,1
LSTM (Latent),1,1,0,10.0,1
LSTM (Latent),1,1,0,10.0,0
LSTM (Latent),1,1,0,10.0,1
LSTM (Latent),1,1,0,10.0,0
LSTM (Latent),1,1,0,10.0,0
LSTM (Latent),1,1,0,10.0,0
LSTM (Latent),1,1,0,10.0,0
LSTM (Latent),1,1,0,10.0,0
LSTM (Latent),1,1,0,10.0,1
LSTM (Latent),1,1,0,10.0,1
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,0,15.0,0
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,0.0,1
LSTM (Latent),1,1,45,5.0,0
LSTM (Latent),1,1,45,5.0,1
LSTM (Latent),1,1,45,5.0,0
LSTM (Latent),1,1,45,5.0,1
LSTM (Latent),1,1,45,5.0,1
LSTM (Latent),1,1,45,5.0,1
LSTM (Latent),1,1,45,5.0,1
LSTM (Latent),1,1,45,5.0,0
LSTM (Latent),1,1,45,5.0,1
LSTM (Latent),1,1,45,5.0,0
LSTM (Latent),1,1,45,10.0,1
LSTM (Latent),1,1,45,10.0,1
LSTM (Latent),1,1,45,10.0,1
LSTM (Latent),1,1,45,10.0,0
LSTM (Latent),1,1,45,10.0,0
LSTM (Latent),1,1,45,10.0,1
LSTM (Latent),1,1,45,10.0,0
LSTM (Latent),1,1,45,10.0,1
LSTM (Latent),1,1,45,10.0,1
LSTM (Latent),1,1,45,10.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,45,15.0,1
LSTM (Latent),1,1,45,15.0,0
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,0.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,5.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,10.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,90,15.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,0.0,1
LSTM (Latent),1,1,135,5.0,1
LSTM (Latent),1,1,135,5.0,0
LSTM (Latent),1,1,135,5.0,1
LSTM (Latent),1,1,135,5.0,1
LSTM (Latent),1,1,135,5.0,1
LSTM (Latent),1,1,135,5.0,0
LSTM (Latent),1,1,135,5.0,1
LSTM (Latent),1,1,135,5.0,0
LSTM (Latent),1,1,135,5.0,0
LSTM (Latent),1,1,135,5.0,1
LSTM (Latent),1,1,135,10.0,1
LSTM (Latent),1,1,135,10.0,0
LSTM (Latent),1,1,135,10.0,1
LSTM (Latent),1,1,135,10.0,1
LSTM (Latent),1,1,135,10.0,1
LSTM (Latent),1,1,135,10.0,0
LSTM (Latent),1,1,135,10.0,0
LSTM (Latent),1,1,135,10.0,1
LSTM (Latent),1,1,135,10.0,1
LSTM (Latent),1,1,135,10.0,1
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,135,15.0,1
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,135,15.0,1
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,135,15.0,0
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,0.0,1
LSTM (Latent),1,1,180,5.0,0
LSTM (Latent),1,1,180,5.0,1
LSTM (Latent),1,1,180,5.0,1
LSTM (Latent),1,1,180,5.0,1
LSTM (Latent),1,1,180,5.0,0
LSTM (Latent),1,1,180,5.0,1
LSTM (Latent),1,1,180,5.0,1
LSTM (Latent),1,1,180,5.0,0
LSTM (Latent),1,1,180,5.0,0
LSTM (Latent),1,1,180,5.0,1
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,10.0,0
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,10.0,0
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,10.0,1
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,1
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,0
LSTM (Latent),1,1,180,15.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,0.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,5.0,1
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,10.0,0
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,10.0,0
LSTM (Latent),1,1,225,10.0,1
LSTM (Latent),1,1,225,15.0,1
LSTM (Latent),1,1,225,15.0,1
LSTM (Latent),1,1,225,15.0,1
LSTM (Latent),1,1,225,15.0,1
LSTM (Latent),1,1,225,15.0,0
LSTM (Latent),1,1,225,15.0,0
LSTM (Latent),1,1,225,15.0,1
LSTM (Latent),1,1,225,15.0,1
LSTM (Latent),1,1,225,15.0,0
LSTM (Latent),1,1,225,15.0,0
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,0
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,0.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,0
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,5.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,10.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,0
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,270,15.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,0.0,1
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,5.0,0
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,5.0,0
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,5.0,1
LSTM (Latent),1,1,315,10.0,0
LSTM (Latent),1,1,315,10.0,1
LSTM (Latent),1,1,315,10.0,1
LSTM (Latent),1,1,315,10.0,0
LSTM (Latent),1,1,315,10.0,0
LSTM (Latent),1,1,315,10.0,1
LSTM (Latent),1,1,315,10.0,0
LSTM (Latent),1,1,315,10.0,0
LSTM (Latent),1,1,315,10.0,1
LSTM (Latent),1,1,315,10.0,1
LSTM (Latent),1,1,315,15.0,1
LSTM (Latent),1,1,315,15.0,0
LSTM (Latent),1,1,315,15.0,0
LSTM (Latent),1,1,315,15.0,1
LSTM (Latent),1,1,315,15.0,1
LSTM (Latent),1,1,315,15.0,1
LSTM (Latent),1,1,315,15.0,0
LSTM (Latent),1,1,315,15.0,0
LSTM (Latent),1,1,315,15.0,1
LSTM (Latent),1,1,315,15.0,0
