#{"t_start": 1768914618.922472, "env_id": "LunarLander-v3"}
r,l,t,impact_vel
-397.514583,102,3.08796,0.8872999
-102.98483,122,3.182459,0.56531006
-269.28303,97,3.352581,0.006948138
-331.893152,103,4.082213,0.8194031
-235.247761,145,4.263349,0.11754303
-41.417927,75,4.90913,0.6432064
-356.82928,97,5.022701,0.23005095
-259.628121,97,5.718132,1.0597991
-115.870716,173,6.490669,0.07857828
-450.551394,154,6.71534,0.8314255
-95.696554,91,7.420024,0.4673371
-259.545023,122,7.585516,0.08210088
-77.896615,120,8.346597,0.034098383
-443.274371,158,9.186732,0.015280142
-33.313177,85,9.31659,0.3400624
-289.896488,135,10.015763,0.06570806
-269.049047,163,10.649654,0.019805092
-258.229971,156,10.8915,0.00592162
-110.849861,144,11.470195,0.43311816
-395.064116,198,12.093918,0.08899164
-169.367983,181,12.717937,0.018277848
-34.139597,198,13.364234,0.3782405
-247.87283,127,13.939269,0.07605199
-63.583342,222,14.612341,2.8819223e-08
-321.810811,134,14.749793,0.4966461
-21.952127,180,15.376278,0.039780635
-257.59955,124,15.955094,0.026808789
-53.766575,150,16.557422,0.5960977
-279.534152,193,17.214151,0.0071471184
-371.559318,215,17.859735,0.19375306
-224.468776,212,18.496739,0.10850834
-220.602474,210,19.130348,0.16635148
-229.471087,113,19.235174,0.17852229
-274.718986,265,20.356458,0.12097922
-256.809828,188,20.967467,0.08780356
-76.764196,199,21.596438,0.43252432
-195.83291,234,22.255627,0.003865762
20.767341,322,23.457247,0.06658378
-269.148836,314,24.219737,0.03091684
-146.803528,351,25.450351,0.15400861
-270.144908,386,26.692811,0.0037811159
-179.697443,298,27.412474,0.29208887
-182.004347,175,28.019808,0.11983738
-217.346361,233,28.678369,0.0057400297
-220.307138,258,29.805375,0.04467157
-221.47111,342,30.563991,0.0051111067
-268.618746,235,31.225238,0.07370054
-217.382516,341,32.424087,0.051849104
-275.938497,677,34.827845,0.066237606
-91.875603,531,36.200671,0.00412654
-282.030776,867,39.195563,0.044376656
-29.382073,1000,42.303308,0.060078207
-69.217943,948,44.919785,0.08835149
-148.138911,849,47.887956,0.0024762042
-27.10389,572,49.287617,0.11129162
-67.337785,1000,54.172518,0.15461384
-109.675189,1000,60.55263,0.071396224
-25.13216,1000,67.619784,0.014339761
-38.499788,1000,74.086468,0.008390619
-10.975917,1000,80.410439,0.02050124
35.581269,1000,87.012712,9.109977e-07
-73.216013,849,93.078306,0.009585084
-7.481214,1000,99.609617,0.015773425
-105.147448,893,105.065176,0.004169185
-29.061947,1000,111.142489,0.010812654
-20.077346,1000,117.323194,0.0005194598
-0.420433,1000,126.092036,0.07757937
-10.337613,1000,135.92521,0.0017428822
-58.75298,1000,142.716434,0.027170232
4.503739,1000,149.430457,0.07207946
-14.717633,1000,156.161367,0.03182321
-20.008115,1000,162.177401,0.01434417
-32.595492,1000,168.614503,0.020508831
-29.621998,1000,172.327249,0.032854047
-77.196771,1000,175.743006,0.010698927
-46.179712,1000,179.388173,0.028891433
0.861919,1000,184.857331,0.01651499
-49.460378,1000,190.487546,0.041278403
103.992451,276,194.16865,0.019596316
2.685843,500,196.105259,0.07509861
85.676525,462,198.661989,0.36707813
145.101574,197,199.648335,0.007710043
256.405108,151,199.999607,0.731887
-18.951858,139,200.856186,0.3014123
102.411421,99,201.650855,0.61138767
60.618905,96,201.87152,0.59097475
70.428902,127,202.717871,0.7195503
357.619996,125,203.081106,0.36964807
523.932769,70,203.82338,0.8057628
440.06248,62,203.999892,0.50549036
423.085229,72,204.20595,0.23491181
589.861163,86,204.995003,0.05300544
468.803147,61,205.169935,0.00049938605
535.454541,73,205.377198,0.38370898
547.941813,87,206.173601,0.12713058
393.347968,70,206.372993,0.20553012
444.784787,67,207.119481,0.91099685
781.991895,92,207.382696,0.19956556
546.448739,68,207.57314,0.00918093
444.117662,64,208.298107,0.49572772
372.363668,69,208.495111,0.35049048
509.078835,90,209.294525,0.32521227
743.641983,89,209.548109,0.18809782
524.110841,77,209.765618,0.8387074
471.180497,68,210.502953,0.6253309
447.730876,80,210.729522,0.09307324
621.04442,82,210.962146,0.1047185
515.541683,74,211.731694,0.055340372
541.377242,86,211.975397,0.14116672
445.250506,61,212.691896,0.57043296
539.049237,78,212.920973,0.037549157
615.637809,81,213.151768,0.019899318
890.855838,91,213.953699,0.03817756
498.83554,71,214.174268,0.14614965
438.361332,60,214.899306,0.60233325
540.917547,68,215.093797,0.20149651
829.752032,87,215.34117,0.12879051
562.50202,74,216.094924,0.09497867
503.424986,67,216.286124,0.031481612
563.994268,71,216.48614,4.24679e-08
857.342837,89,217.300778,0.46624863
736.237313,85,217.542634,0.10468946
506.795968,61,218.259247,0.8162383
910.013589,92,218.521908,0.027152853
617.084503,89,218.776078,0.010315022
