#{"t_start": 1768914618.9224544, "env_id": "LunarLander-v3"}
r,l,t,impact_vel
663.326675,79,334.593141,0.26312187
453.663649,70,335.333858,0.16461942
531.27522,63,335.514091,0.05244294
419.723063,60,335.685706,1.3199646e-07
562.082458,65,336.410275,0.043000482
926.088922,93,336.675051,0.2401014
440.42757,62,337.393745,1.1257138
700.906309,80,337.622517,5.8690738e-08
881.775505,89,337.880841,0.6956675
558.829146,65,338.604099,1.2401618e-07
583.324208,69,338.801294,0.020087034
553.522223,69,338.998668,0.6177528
439.796748,61,339.711032,0.0429546
332.935695,85,339.951731,0.28269374
703.926101,77,340.170825,0.032587327
518.099747,66,340.894948,0.2089266
514.752964,68,341.09667,0.06503527
828.022174,87,341.881535,0.84188116
401.432947,55,342.043876,0.71110016
394.286199,58,342.206585,2.415975e-06
731.765291,79,342.998779,1.2667289
521.940871,61,343.152019,0.42416492
707.994002,78,343.233846,0.07560309
436.877801,60,343.768716,0.6424747
595.425029,68,343.874464,0.21535836
480.631942,65,343.949021,0.8485666
496.766389,62,344.49427,0.0050270394
763.14648,81,344.646836,0.58968943
704.145654,78,344.777315,1.204057
471.919998,62,345.344666,0.16761081
832.033645,85,345.439816,0.16022351
532.969321,62,345.499464,0.9873341
448.558653,57,346.011285,0.5296862
510.919084,65,346.073008,0.028771099
451.643051,57,346.12725,0.62452024
393.231926,52,346.642848,0.213265
654.767274,77,346.716524,0.20025189
913.750273,93,346.804906,0.5838432
488.448059,78,347.335465,0.009226395
498.476562,71,347.402167,0.07321863
585.094291,73,347.471837,0.1469102
902.6643,90,348.016878,0.15035854
465.594235,56,348.07007,0.43198618
441.978587,62,348.587054,0.43659785
365.924772,57,348.640378,0.12828393
511.49356,61,348.698691,0.14677684
420.713252,59,348.754217,1.0779712e-08
457.365069,64,349.272172,0.6286496
492.441339,58,349.327372,0.045251314
600.762706,68,349.39104,0.60024524
648.685028,75,349.918335,0.27561447
522.828075,61,349.976478,0.19444697
360.349011,56,350.029601,0.5645479
444.838118,60,350.543631,0.4577393
435.466157,61,350.601732,0.6513522
733.064984,79,350.676279,0.25546363
426.460596,59,351.191813,2.1355504e-08
776.658223,81,351.268218,0.8806066
730.281486,77,351.34199,0.34714934
457.013678,59,351.866679,0.565838
463.309624,76,351.939056,0.06775965
567.149081,66,352.001823,0.10680667
515.941743,66,352.522188,0.6358953
523.020817,64,352.582715,0.084598355
545.212594,69,352.647296,0.0031944998
434.495709,56,353.159281,0.16452774
514.599096,60,353.216527,0.6911084
528.051486,69,353.281358,0.090149514
632.449386,97,353.830795,0.39428663
540.277249,62,353.892452,0.74078244
452.898017,59,353.950601,0.6136301
600.690613,67,354.479104,0.17328589
441.620827,62,354.537792,0.6623334
420.024423,60,354.594311,0.34016663
537.16515,65,355.113549,0.15236215
517.695094,64,355.174127,0.005447474
630.97081,70,355.239054,0.26496753
505.042005,60,355.753181,0.045775075
633.746613,69,355.818637,0.21362951
509.412495,74,355.889657,0.018558882
746.162624,83,356.426216,0.5884332
422.639505,57,356.480422,8.7557645e-08
460.670912,58,356.537184,1.1872257
442.9791,55,357.052186,0.73265016
485.58314,70,357.118567,0.03568095
788.669349,86,357.199478,0.07603126
414.980001,78,357.732524,0.02658634
471.279318,59,357.787843,0.597249
354.694348,56,357.840856,0.12127773
502.418002,67,358.363756,0.119477585
788.438382,81,358.440736,0.7168396
614.516021,85,358.978341,0.38693082
492.184495,74,359.048532,0.10911463
725.46172,79,359.123484,0.9804402
431.810669,59,359.636396,1.0180147e-14
793.008228,83,359.714031,0.9234094
990.426172,94,359.802673,0.2780528
434.193024,57,360.314392,0.21070442
472.587691,58,360.369862,0.5447672
571.372717,67,360.43354,0.46392792
780.783574,83,360.969292,0.38218412
725.460864,80,361.044413,0.77912414
756.000797,83,361.581618,0.44367027
539.468728,74,361.651795,0.037229415
546.519043,71,361.718847,0.58594555
419.151402,76,362.25009,0.098254964
456.464844,63,362.309814,0.48588216
476.031418,59,362.365085,0.22199492
614.946975,69,362.888645,0.07647953
902.964542,92,362.975512,0.018540768
806.616054,84,363.512334,0.1689067
365.498414,56,363.56585,0.5341293
414.122526,59,363.621995,2.1559421e-08
472.760859,64,363.682747,0.09448302
571.153303,65,364.202486,0.5293586
576.069282,65,364.263504,0.21111456
491.535986,60,364.320729,0.34839353
541.254556,63,364.838303,0.28206208
622.175662,68,364.901261,0.92348045
421.165111,59,364.957298,6.599823e-08
667.702366,75,365.497319,0.06996535
479.820125,64,365.558362,0.39550978
452.775329,61,365.615474,0.5387711
484.364759,70,366.139056,0.08058247
470.826103,58,366.194102,0.34824193
457.84992,57,366.247738,1.0727355
423.648202,56,366.758391,0.7478903
560.474089,69,366.82315,0.007381195
587.422608,68,366.888126,0.15112542
424.851741,56,367.398814,0.64297366
452.719747,56,367.452129,0.9624957
474.060761,64,367.513071,0.46841624
478.69362,64,367.573667,0.13642038
478.122818,59,368.088561,0.1834679
450.348923,63,368.148196,0.36107838
442.834274,55,368.199861,0.7016415
758.780619,82,368.735348,0.5858658
507.246239,63,368.795174,0.0018888208
490.676565,60,368.851456,0.99293256
411.417907,53,369.358625,0.13725908
712.438683,81,369.436402,5.037865e-08
885.70567,92,369.523042,0.026004357
414.607134,58,370.035957,1.5839574e-07
373.649863,57,370.089553,0.24458252
448.737407,63,370.149264,0.39241213
562.943467,65,370.670984,0.30791602
726.227558,81,370.747608,0.7783499
611.203865,68,370.812724,0.70615804
619.061465,69,371.344364,0.87091064
786.861591,86,371.425337,0.2914752
511.518757,61,371.941547,0.4203151
580.683623,77,372.015173,0.026050081
508.019767,61,372.075585,0.46785715
498.663118,70,372.608088,0.011118836
443.515271,55,372.659924,0.79295063
571.851041,66,372.724905,0.073196866
732.418625,83,373.275925,0.9414605
564.771692,67,373.340095,0.46151972
804.014964,84,373.418797,0.43628037
697.044564,80,373.954096,0.14243603
468.469292,71,374.021398,0.10017041
657.708162,79,374.554371,1.2539637
680.905176,76,374.626944,0.49130252
663.831109,76,374.704035,0.60366607
467.517545,58,375.222984,0.3714794
512.782651,61,375.286393,0.35647836
805.821075,84,375.373674,0.0056760893
406.577178,82,375.918118,0.04584684
683.512622,75,375.992392,0.18596813
391.144397,57,376.04631,0.42653695
660.964366,75,376.570813,0.0137282275
421.877023,60,376.627526,0.85678416
431.800708,76,376.69862,0.1708472
653.853049,74,377.223086,0.013349515
504.344659,70,377.288873,0.026751671
444.42146,59,377.344911,0.8276502
609.991325,69,377.868242,0.057800874
766.704407,82,377.946244,0.40265083
811.823984,84,378.482068,0.80988145
588.81976,74,378.551981,0.13331181
534.332252,62,378.61062,0.7930107
11.71411,58,379.337258,0.75705254
-446.671034,58,379.39976,0.0449115
-461.919162,59,379.459348,1.0198146
-641.895963,79,380.024692,0.7204298
-115.728862,67,380.088842,0.08870519
-97.01253,64,380.166532,0.8634917
-73.813403,95,380.712933,0.34926796
-227.392626,90,380.798077,0.61046517
-205.241612,87,381.33533,0.55697244
-80.45835,73,381.404182,0.3740463
-21.812032,71,381.471211,0.5611944
-41.784302,76,381.999542,0.36367938
-65.396731,103,382.098508,0.5891735
-19.139227,95,382.646763,0.03765248
-78.840189,80,382.726974,0.5068051
-102.100748,78,382.804712,0.2818256
-79.435032,84,383.402749,0.65764654
-32.533862,97,383.504363,0.62437606
-44.416299,87,384.053253,0.63010776
-84.054733,99,384.155446,0.66909194
-53.925743,70,384.687789,0.7203734
-80.696551,78,384.76903,0.48310524
-60.308903,70,384.840294,0.43890876
-49.001444,87,385.386444,4.6334307e-08
-0.142506,100,385.484564,0.52676904
-65.810135,91,386.033637,0.5105207
-41.868039,103,386.136139,0.21558367
-69.018356,76,386.673403,6.3312444e-09
-15.768608,107,386.783969,7.4407275e-10
-44.726619,86,387.339145,0.47896522
-29.934191,110,387.453954,0.5829242
-89.690124,78,388.180842,0.8889696
3.214979,93,388.51481,0.48420367
-76.245098,97,389.358568,0.71704537
10.639645,102,389.711658,0.03316217
-36.490616,107,390.724321,0.13316979
1.081701,120,391.144434,0.37126333
-45.541838,111,392.122653,0.11535156
-43.612034,127,392.51421,1.8620232e-05
-60.797648,106,393.57532,0.5414866
-29.82433,93,393.871378,0.20425953
-32.431804,114,394.815905,0.47041333
22.354615,107,395.177268,2.0504585e-09
-31.911568,148,396.244542,0.40280375
35.971827,149,397.37697,1.3612832e-08
-1.595004,145,398.620592,0.25215855
-15.801666,119,399.051753,0.13359642
-4.107603,126,400.10388,0.0023979729
-60.408636,90,400.392124,0.10645249
-43.538811,148,401.501937,0.46723863
-3.786561,155,402.607241,0.15342568
6.379132,156,403.751437,0.026983432
-17.398211,158,404.230083,0.07772798
21.24446,147,405.220842,0.23876388
-72.149014,167,406.482145,0.1969965
-27.320993,170,407.774293,0.2059891
-73.029778,167,409.131089,0.12056706
-56.32688,151,409.660203,0.10399433
-64.598249,166,410.73673,0.02253178
-83.294646,159,411.843715,0.20304105
-85.52584,132,412.861756,0.1748827
233.163187,447,415.503776,0.0
29.50248,204,417.013937,0.06473741
268.354544,534,420.937905,0.0
-17.735581,215,422.605911,0.06384702
213.310657,304,424.230908,0.0
-92.978018,178,425.361929,0.037432786
-39.357389,107,426.33051,0.04249646
182.065983,221,427.747261,0.0
-164.552567,298,429.872633,0.191611
-31.684378,111,431.155096,0.08259753
-33.912225,278,433.569815,0.026783546
-63.891444,115,434.976723,0.069579594
-104.40239,190,436.906101,0.05814209
-78.112971,193,438.255258,0.020225948
-121.802683,114,438.576193,0.36897552
-29.394177,135,439.562866,0.24771385
-88.93541,318,442.09053,0.11499481
-113.500958,200,443.652558,0.097062245
-78.68172,276,445.097296,0.004720089
-205.459955,856,450.097224,0.07125364
152.760174,348,452.474685,0.0
-349.956244,585,456.309423,0.11636879
1.359265,867,461.223528,0.0
158.964118,726,466.020084,0.0
-79.764552,1000,472.187492,0.11947109
-115.933954,174,473.388359,0.57106006
-66.581047,1000,479.504837,0.046268966
-168.698661,786,484.040625,0.27196988
-42.104412,135,484.387331,0.10428468
-163.342481,552,487.714584,0.2802439
-112.370456,481,490.544723,0.13244908
118.712735,934,495.177403,0.0
-122.584619,268,495.919081,0.47291887
-5.827595,1000,499.09681,0.027101548
-63.388179,667,501.504597,0.033805177
139.956429,601,503.391477,0.0
160.033567,991,506.561204,0.0
162.86537,627,508.505511,0.0
-96.244813,383,509.754634,0.07032568
202.890027,752,512.256929,0.0
148.771598,544,513.680394,0.0
-94.501737,765,516.203632,0.02128056
99.945918,517,518.037527,0.0
86.359579,881,520.665293,0.0
-8.062298,1000,523.856725,0.030162811
108.307137,629,525.803821,0.0
-64.754871,1000,529.008547,0.022631379
-47.673303,1000,532.200323,0.0082894815
162.527692,808,534.750141,0.0
-28.704477,1000,537.846437,0.02979338
7.627009,1000,540.989593,0.011421637
-16.674059,1000,544.161655,0.010295207
19.761033,1000,547.251799,0.00016332901
-45.372009,1000,551.137527,0.007325378
113.293606,1000,557.169194,0.052267082
8.118815,1000,564.207043,0.004796194
26.074717,1000,570.631748,0.01736931
-7.229626,1000,577.338305,0.004571319
-22.447909,1000,583.74197,0.023953438
25.075922,1000,590.447644,0.009658569
18.049246,1000,596.854876,0.004047778
-12.192081,1000,603.157944,0.011392755
33.628414,1000,609.528868,0.023812199
45.205277,1000,615.844878,0.018728638
55.078759,1000,622.120705,0.01116709
32.947529,1000,628.6426,0.028515834
43.021945,1000,635.078038,0.04154424
15.455768,1000,641.471033,0.020974332
46.039196,1000,647.653707,0.0057983217
38.059386,1000,652.604724,0.025988707
21.032984,1000,655.801992,0.044516757
13.120957,1000,658.987627,0.02030742
47.50796,1000,662.146969,0.031700652
54.828331,1000,665.265396,0.018409131
84.170095,1000,668.458093,0.034847736
83.959852,1000,671.651404,0.018505437
477.342777,580,673.552166,0.81820863
485.794326,535,675.402248,0.27770367
393.450917,341,676.624005,0.6986006
369.537092,165,676.79405,0.47505295
446.951679,92,677.323345,0.031218022
534.999448,145,677.90962,0.06979026
527.906657,102,678.013932,0.033249203
449.914974,85,678.538909,0.010748853
503.650091,123,678.665092,0.021839296
620.204576,88,679.192461,0.14160627
622.631167,99,679.295305,0.053863272
546.275555,102,679.838939,0.26637587
383.598068,101,679.943274,0.4760279
438.684575,76,680.022162,0.14206693
558.54987,80,680.54183,0.058802117
638.618697,128,680.673997,0.008383679
483.809536,87,681.20201,0.024995772
515.276231,94,681.298565,0.5042541
687.319731,146,681.886209,0.71789265
487.883514,136,682.46472,0.03430673
476.143806,87,682.554377,0.12294328
438.617401,95,683.091579,0.06545541
543.63428,93,683.187541,0.09045461
653.268343,118,683.74672,0.82639605
483.453146,84,683.833674,0.040061083
545.329459,83,684.357455,0.16865134
503.070302,85,684.446017,0.10533467
763.394456,106,684.991815,0.2725275
442.600256,89,685.084226,0.011213025
527.389008,79,685.166251,0.027548801
746.779302,87,685.693271,0.33986405
556.833579,95,685.790618,0.11948885
397.465068,100,686.332097,0.014091795
699.083971,99,686.434617,1.4062899e-08
480.940993,83,686.959303,0.03506587
495.850645,75,687.036873,0.31534946
462.025052,92,687.568759,0.03904546
675.570675,91,687.664512,0.030884584
