#{"t_start": 1768914618.9228895, "env_id": "LunarLander-v3"}
r,l,t,impact_vel
-185.25938,74,3.06682,0.16769484
-73.782366,88,3.134174,0.04603188
-182.858787,107,3.266459,0.39433146
-430.023002,87,3.403767,1.4601331
-218.439299,108,4.134199,0.15012883
-130.347371,92,4.247229,0.31804186
-506.603303,104,4.92648,0.099883646
-266.225569,101,5.045782,1.0285602
-169.662685,169,5.824194,0.47531992
-112.741542,122,6.545712,0.40885305
-255.97542,122,6.73127,0.035917185
-136.400816,103,7.452176,0.25632456
-47.99832,146,8.219147,0.24922356
-135.428165,167,8.497517,0.36547834
-196.692307,126,9.27466,0.11144082
-64.136536,156,10.010883,0.2989397
-204.161644,135,10.613698,0.16400841
-45.993726,160,10.853594,0.037723854
-490.358437,156,11.452694,1.0576621
-324.109835,292,12.612073,0.007816364
-276.457944,177,12.793591,0.44863102
-144.137129,153,13.394647,0.0050079296
-101.036428,149,13.991975,0.7150519
-297.203,157,14.596606,0.58350194
-258.804442,113,14.712167,0.10811938
-306.252245,131,15.288902,0.13726088
-315.732733,105,15.397803,0.16527377
-273.558136,200,16.054572,0.0024101462
-188.305635,235,17.202415,0.46690136
-11.613974,224,17.856294,1.3199644e-08
-138.88812,105,17.953772,0.056309953
-248.596906,252,19.067099,0.15726186
-73.92171,140,19.196509,0.62974536
-142.145115,136,19.761337,0.0023240943
-16.282494,185,20.371119,0.17942262
-332.992223,247,21.036744,0.14217176
-295.601002,261,21.722515,0.13322344
-241.090675,186,22.337388,0.039245863
-266.44637,166,22.946466,0.19971794
108.903041,502,24.793106,0.0
-148.27829,419,26.067884,0.1883254
-16.925151,250,26.742215,0.14216842
49.808126,253,27.420749,0.03152746
-96.299863,315,28.599369,0.3910512
-66.245027,407,29.864022,0.073940046
-220.048426,341,31.065869,0.009809162
-142.309309,546,32.454213,0.44558704
-270.670001,307,33.626116,0.20547128
-229.90184,359,34.849143,0.09837215
-86.945362,1000,37.973781,0.11478006
-278.274605,429,39.243977,0.034620713
-113.092855,836,41.760985,0.097925946
-23.021375,1000,44.864955,0.06209353
50.356563,1000,47.972273,3.6049107e-07
3.747674,1000,51.417043,0.0798175
-95.716338,747,56.2762,0.10855378
64.722024,1000,62.793795,0.04590036
-8.625175,1000,69.59026,0.0559581
-84.451251,640,73.775685,0.08946867
-31.905884,1000,80.120131,0.102705345
-13.659462,1000,86.752134,0.16946892
-59.932841,890,92.166594,0.016855668
24.672494,1000,98.843272,0.00032675147
-77.207416,1000,105.227315,0.048612256
0.378382,1000,111.33055,0.050512422
-102.153949,871,117.101603,0.06166084
-58.347138,1000,125.612032,0.1079379
-24.074976,1000,135.646874,0.002251255
8.314989,1000,142.502234,0.009387037
-31.8505,1000,149.157453,0.02376115
13.507342,1000,155.918265,0.0022310428
-12.729758,1000,161.961352,0.0067200987
-45.362477,1000,168.401665,0.002329352
-42.403043,1000,172.255015,0.036860365
-40.054193,1000,175.668078,0.024557823
-35.986476,1000,179.183883,0.024737727
-56.09364,1000,184.653055,0.02899513
-34.680133,1000,190.280696,0.013594488
95.593802,681,195.910635,0.35583135
96.827125,357,197.670233,0.16263683
200.967686,232,198.735053,0.7318663
128.526676,292,199.944967,0.5238814
131.676692,169,200.870629,0.39755198
663.68504,161,201.80757,0.16326068
474.423357,134,202.658948,0.06892729
78.18161,85,202.90742,0.58211917
228.068107,120,203.789794,0.14856623
511.087103,75,204.007763,0.2767009
745.621622,101,204.837825,0.23978469
765.292551,92,205.101614,0.39905515
362.276352,62,205.278816,0.5385307
598.83608,79,206.050521,0.08992835
459.539178,103,206.344737,0.0274404
484.511077,89,207.153821,0.059689395
480.968066,79,207.379457,0.10211832
518.021114,71,207.580995,0.0042211288
474.276691,96,208.396403,0.015150697
551.129433,79,208.621033,0.011376379
454.157781,81,209.393222,0.07970287
548.939163,71,209.596445,0.90710574
550.161239,75,209.808646,0.41926506
625.359228,116,210.680492,0.16944365
531.266443,66,210.86823,0.026041167
567.170325,74,211.638828,0.73288405
503.583286,88,211.887479,0.20602576
562.887969,79,212.655027,0.88229537
550.194554,66,212.85055,0.19405696
433.734773,60,213.022608,1.1449039
394.42456,67,213.213507,0.1107613
563.955702,156,214.217705,0.76881176
770.615069,80,215.000953,1.2637477
502.595841,106,215.300827,0.098159686
457.81349,65,216.029449,0.42998734
327.879894,203,217.165196,0.15995754
734.796276,80,217.393726,1.1893815e-08
674.63125,78,217.61592,0.008472236
534.177156,74,218.369806,0.008288155
544.702809,70,218.570777,0.004485487
488.470768,70,218.770005,0.004092358
570.732033,79,219.539629,0.16805321
464.17688,56,219.699493,0.5350054
802.293684,88,220.639211,0.1357439
390.692174,58,220.829421,0.7369691
663.209696,75,221.044836,0.19735925
443.995553,61,221.227172,0.50299543
866.063421,93,222.408059,0.032881904
805.178675,86,223.339014,0.00068664935
469.428756,72,224.202385,0.12789899
544.87778,64,224.417737,0.101818725
498.861542,67,224.70961,0.0038107806
588.299501,68,225.716712,0.04998023
541.741247,63,225.893301,0.51901084
674.611915,79,226.116136,0.4297676
481.728823,73,226.856282,0.18722051
536.101038,69,227.048994,0.47506338
699.26968,78,227.831924,5.9266404e-07
741.157088,81,228.061693,0.79551697
497.549045,68,228.254009,0.008966729
656.445546,85,229.067795,0.2604957
640.127576,74,229.275434,0.36961424
550.316489,69,229.480883,0.035738993
844.85081,88,230.438288,0.51322496
519.764092,62,230.613759,0.013232673
460.599448,57,230.773974,0.37077698
461.152022,82,231.743975,0.056751844
545.921853,66,231.929443,0.4258853
493.175567,64,232.652071,0.00018438099
947.227033,116,232.978397,0.01014645
464.805171,68,233.170382,0.04116674
596.68401,76,233.926819,0.40489236
559.755313,65,234.108977,0.4499179
561.047202,72,234.862128,0.0028040542
492.742937,73,235.066741,0.052641917
475.504863,57,235.227005,0.24918649
410.267671,57,235.386973,3.7838966e-08
562.49422,66,236.116498,0.20546004
744.208411,81,236.35019,1.1318413
628.25524,76,237.113612,0.0053475816
