#{"t_start": 1768915873.7215493, "env_id": "LunarLander-v3"}
r,l,t
-337.81126,89,1.852244
-165.443228,92,2.854468
-69.802009,67,3.069588
-404.16461,110,4.18122
-212.654921,96,5.153872
-116.444619,69,6.041461
-257.725601,84,6.320274
-123.929385,66,7.307004
-143.77589,87,7.578853
-263.587467,96,8.695221
-134.25058,112,9.84084
-222.322233,90,10.738605
-185.996787,60,10.926044
-108.134963,61,11.845279
-259.710733,107,13.096135
-129.581993,93,13.401255
-358.521963,79,14.619803
-124.992311,75,14.85378
-115.548486,101,15.886981
-100.821188,68,16.81679
-204.944911,75,17.041956
-260.382759,124,18.28987
-321.964677,93,19.272944
-209.195605,101,20.324237
-72.550102,89,21.306432
-134.224212,107,21.620178
-274.416592,90,22.603651
-198.908556,125,23.785688
-428.948764,102,24.766398
-206.626186,106,25.659595
-89.350659,77,25.881988
-364.544852,95,26.827286
-363.771281,120,27.991017
-183.773032,72,28.881129
0.952442,139,30.020821
-155.093537,110,30.336357
-290.337608,93,31.296526
-81.733674,68,32.286961
-83.726804,68,32.489297
-111.244662,121,33.518774
-199.49601,141,34.669784
-281.741262,121,35.684222
-206.239755,124,36.68501
-99.006372,76,37.58667
-80.237997,63,37.768587
-85.106182,87,38.752267
-249.822643,99,39.800953
-330.493667,99,40.853926
-114.268947,96,41.135534
-363.967969,154,43.111019
-117.895655,78,43.327034
-362.400318,93,44.488761
-31.795344,106,45.449665
-168.021109,136,46.689238
-32.944363,84,46.936001
-57.703251,93,48.117879
-78.542314,73,49.036751
-139.611271,111,50.109207
-185.971745,76,50.336145
-396.419396,157,51.506225
-316.561151,85,52.476552
-88.893533,66,53.319557
-186.965865,114,53.647157
-132.57214,71,54.582851
-227.199621,152,55.699857
-128.140305,84,56.654631
-304.163036,79,56.889
-108.537306,132,58.034083
-76.061258,135,60.130845
-438.982094,72,60.336777
-204.881286,88,61.293049
-160.935031,119,62.422196
-232.221216,137,63.504932
-128.526406,74,63.704684
-322.653831,78,64.763675
-116.778234,94,65.718064
-292.772072,124,66.765537
-79.199493,121,67.89546
-424.856061,102,68.191753
-91.481379,141,70.076596
-128.819058,91,70.327546
-140.101026,71,71.341119
-103.063062,115,72.321538
-55.435323,92,72.583232
-166.207264,96,73.649834
-168.394519,114,74.703794
-288.897175,122,75.751575
-182.065344,81,76.708263
-291.630036,156,77.88514
-101.802668,130,78.963488
-81.782805,157,80.22469
-84.954562,74,81.317507
-249.013939,106,82.447235
-211.875235,80,82.690602
-89.522612,79,83.980002
-232.339911,110,85.720658
-221.118035,162,87.832
-72.926064,94,89.736721
-235.478168,111,90.308067
-199.354495,104,92.43479
-133.871397,102,94.388217
-322.550168,101,96.472352
-118.895205,96,98.22648
-63.530333,71,98.578304
-431.950853,113,100.628141
-250.39785,97,102.514836
-367.18372,83,102.985578
-107.925395,97,105.185547
-290.602191,99,107.428689
-257.215432,128,109.647759
-186.836333,148,112.057906
-185.45999,134,114.55724
-149.75612,56,116.551944
-104.88418,109,117.196591
-117.141045,72,119.245353
-312.209197,128,121.693212
-175.449231,82,124.184286
-298.488909,123,126.422947
-272.867064,126,128.525035
-326.222627,109,129.283661
-347.765234,91,131.186882
-557.345068,102,133.345378
-247.159274,104,135.352065
-71.842246,80,135.874151
-151.278297,97,137.746126
-186.187746,107,140.123263
-102.706359,112,142.119404
-412.077999,114,144.061094
-111.144031,79,144.507464
-57.573648,85,146.794505
-120.088165,120,148.610379
-72.686061,61,149.052118
-109.187862,75,151.074515
-370.14151,89,153.081906
-86.954306,86,153.607859
-121.775586,85,155.452992
-374.26618,90,157.400324
