#{"t_start": 1768685426.7193172, "env_id": "LunarLander-v3"}
r,l,t
-325.460281,92,2.285927
-140.307939,107,3.55642
-112.775278,65,4.661312
-221.369954,106,5.105267
-109.040279,125,6.428538
-119.986431,78,7.487812
-84.789299,74,8.565183
-124.565476,64,8.824823
9.648513,89,10.059593
-433.564199,131,11.29861
-131.47201,71,11.562058
-156.322443,116,12.701193
-57.016842,99,13.842324
-394.238904,101,15.136805
-220.305507,96,16.298426
-153.506572,89,16.634937
-212.205401,108,17.906811
-99.012052,73,18.964336
-79.30177,65,19.21988
-67.277205,119,20.598114
-110.596288,131,21.820992
-345.469458,87,23.103437
-75.503932,63,23.357757
-134.775963,142,24.76748
-173.106816,86,25.982993
-112.510707,65,26.985649
-385.522231,113,27.432609
-254.898404,81,28.55407
-314.741097,123,29.635105
-386.051861,86,30.737581
-87.381892,113,31.86961
-158.238262,69,32.141117
-64.176546,65,33.29016
-114.620483,73,33.59942
-120.389339,102,34.818769
-79.134039,89,36.092308
-331.223326,110,37.343063
-125.711368,86,37.686037
-121.709612,68,38.769497
-59.572407,107,39.996385
-358.741719,114,41.402557
-85.272609,63,41.629296
-94.067569,61,41.88469
-301.292451,112,43.223032
-258.537119,100,44.386022
-94.664447,74,45.252727
-258.087848,101,45.672936
-115.916647,71,46.660876
-151.098296,73,47.794045
-131.167757,68,48.075729
-17.73574,122,49.336888
-129.481674,82,50.619405
-171.818712,82,50.951766
-88.979414,77,52.10605
-365.524559,67,53.13246
-94.826198,61,53.402442
-178.878975,136,54.607132
-443.489836,112,55.791763
-58.390499,94,57.071892
-310.138593,129,58.367175
-78.219388,58,58.635334
-355.536218,99,59.701514
-249.000184,80,60.852494
-252.459069,116,61.310849
-131.237273,98,62.637065
-385.365394,99,63.769073
-91.127681,71,64.832375
-91.682857,59,65.082071
-76.116026,130,66.453464
-287.769415,113,67.69098
-209.442259,74,68.006711
-256.988096,105,69.443354
-496.129475,91,70.573697
-291.385075,75,71.585131
-120.2184,84,71.947055
-88.608957,120,73.358442
-176.830254,108,74.627297
-208.032922,53,74.849217
-63.12971,73,75.96613
-307.057218,102,77.162326
-99.295819,83,77.509583
-117.055869,120,78.697146
-91.314471,96,79.843568
-343.650037,98,80.974089
-491.759172,104,82.144195
-201.324716,109,83.284006
-303.935188,150,84.932738
-123.9435,99,86.142065
-184.880399,111,86.560256
-236.109277,150,88.859331
-127.381347,107,89.300287
-70.250368,122,90.584764
-209.675006,115,91.843304
-101.30044,81,93.053082
-144.078891,93,94.245901
-319.867958,81,94.574819
-103.503361,112,95.835634
-133.057755,81,96.97286
-80.729976,72,97.251914
-91.023443,68,98.272668
-224.22674,80,98.574998
-118.467905,144,100.888836
29.701528,81,101.207671
-235.638833,156,102.599095
-95.536576,63,103.721651
-103.7933,78,104.97721
-276.119994,111,105.411019
-6.56146,92,106.585069
-184.828354,107,107.884875
-122.98991,127,109.206122
-236.261793,117,110.558202
26.631293,1000,121.448886
-92.012766,116,122.72471
-104.829625,62,122.977969
-255.222675,125,124.31451
-75.344434,75,125.526297
-404.356369,89,125.890287
-329.71954,129,127.120096
-111.788494,69,128.309853
-261.386404,110,129.532455
-95.708421,84,129.858675
-79.988619,76,130.948319
-83.025586,110,132.200481
-100.282437,143,133.476337
-211.371302,99,134.803618
-185.972004,94,135.188753
-81.118144,63,136.236841
-416.413102,87,137.359004
-102.288748,104,137.772749
-353.777441,111,138.976781
-113.336303,104,140.210722
-179.109144,84,141.447788
-249.519945,120,142.754724
-295.101666,94,143.136647
-317.594203,106,144.310711
-174.039542,80,145.31883
-70.822753,98,146.565852
-231.657097,80,146.883345
-80.362896,100,148.066427
-190.529962,116,149.352267
-298.828632,92,150.411222
-95.958132,68,150.699896
-122.392466,82,151.744845
-353.175694,89,152.750316
-212.851489,128,154.172265
-76.839577,73,154.458894
-124.736608,77,155.573501
-96.039615,98,156.832032
-210.294379,104,157.259436
-104.199064,76,158.332949
-314.261941,96,159.573172
-78.962646,92,159.924775
-269.179192,107,161.247584
-69.07222,65,162.333203
-79.484639,80,162.637192
-226.890352,110,163.910475
-88.095574,68,165.047366
-422.188636,95,165.412881
-408.224796,123,166.62358
-115.240518,79,167.82379
-115.820517,115,169.086076
-63.895283,64,169.341208
-235.712259,77,170.321098
-52.22543,67,171.543932
-38.851166,101,171.945641
-95.405218,83,173.185211
-187.862261,121,174.343568
-413.200423,94,175.490653
-123.000862,91,175.855954
-412.290496,102,177.271002
-260.12096,140,178.581609
-329.246267,100,179.764742
-266.188416,95,180.856246
-107.962316,77,181.174502
