#{"t_start": 1768920194.9845874, "env_id": "LunarLander-v3"}
r,l,t
-97.230121,79,2.47716
-125.214579,84,4.414921
-43.453741,73,4.898423
-91.543849,98,7.03318
-121.187056,113,9.466197
-99.25023,83,11.735428
-138.759613,77,12.368923
-172.691511,82,14.473918
-217.989181,118,16.800365
-112.064443,80,17.408389
-180.488202,115,19.658431
-108.944666,78,21.713131
-60.162118,65,22.14824
-339.651561,95,24.267793
-109.950077,107,26.952508
-198.841986,104,28.79852
-119.829634,80,29.06666
-209.124249,68,30.087842
-61.911882,113,31.178349
-109.154799,54,31.349038
-94.706729,88,32.414446
-173.663245,88,33.484276
-385.841697,75,33.728553
-418.854979,99,34.791331
-394.145144,130,35.963624
-78.436106,63,36.952334
-217.740303,125,38.155714
-95.37239,83,38.397084
-102.369697,79,39.426535
-269.63704,98,40.372516
-143.250029,60,40.549951
-103.587571,61,40.743999
-163.284569,120,41.907068
-281.442805,82,43.011726
-319.612099,121,44.096743
-114.006981,123,45.293025
-346.121476,119,46.322633
-303.167547,145,47.552107
-97.039731,70,48.604759
-147.489262,114,48.964276
-208.668761,92,50.126681
-117.792758,104,51.317429
-385.263559,84,52.414776
-81.355076,88,52.680895
-61.518214,106,53.841928
-305.630308,80,54.929509
-129.452737,94,56.035059
-385.488428,95,56.315017
-106.341434,97,57.332269
-122.589083,97,58.370185
-158.930548,66,58.57545
-253.584148,99,59.578043
-354.66878,72,60.565297
-161.170085,113,61.707229
-113.887835,75,61.958614
-254.10146,100,63.13587
-20.567544,105,64.248543
-125.295504,97,64.565397
-330.752601,116,65.627835
-145.946273,92,66.646276
-104.370053,60,67.47857
-158.204294,74,67.717679
-134.460847,93,68.844831
-102.400396,60,69.039307
-344.98304,103,70.03922
-181.39572,117,71.053516
-318.310434,123,72.183588
-310.814053,103,73.154818
-378.423608,86,73.413594
-334.337621,90,74.47984
-101.195604,73,75.477207
-215.33319,83,75.72602
-279.496036,93,76.839755
-88.496594,115,77.985343
-112.372256,87,79.053099
-401.716659,93,79.337255
-187.013485,127,80.555065
-245.187344,88,81.590822
-125.810111,90,82.730552
-268.645386,112,83.752723
-184.443293,118,84.82812
-80.591323,79,85.077144
-67.344708,73,86.06076
-353.999627,105,87.086849
-72.952918,90,87.375365
-162.723756,75,88.392997
-332.155313,72,88.630795
-90.878156,82,89.697944
-217.489968,111,90.856037
-427.959162,108,91.941011
-191.841573,84,92.189713
28.251,72,93.14131
-64.58275,79,94.204783
-73.565686,84,94.463222
-158.317424,74,95.42588
-163.620947,99,96.359122
-153.740803,99,96.666073
-226.931324,128,97.897335
-26.892156,103,99.057244
-108.415227,126,100.271744
-305.436182,114,101.458308
-62.657777,79,102.572211
-107.165327,80,102.804873
-117.785274,83,103.856436
-82.146269,91,104.937862
-158.304533,122,106.146152
-462.336864,93,106.426007
-410.268991,101,107.586459
-131.754276,93,108.685231
-110.37377,118,109.783235
-373.101177,92,110.865314
-128.907959,105,111.177426
-169.446358,78,112.158201
-272.827141,105,113.159786
-152.200102,81,113.404594
-430.277996,78,114.474152
-98.409966,118,115.489937
-183.043706,67,116.407706
-106.678817,82,116.650586
-459.810238,92,117.732584
-104.608303,71,117.95458
-76.512705,93,119.068346
-109.321628,102,120.209318
-247.545279,115,121.308452
-92.656785,68,121.515412
-243.649027,101,122.531429
-206.817078,89,123.585901
-120.460044,72,123.810851
-335.096008,81,124.960677
-151.220821,97,125.9181
-234.06832,88,126.979932
-112.370746,97,127.28933
-157.876192,121,128.590213
-34.422944,122,129.792811
-46.456546,147,131.060603
-346.17706,150,132.256084
-76.028501,67,133.266103
-126.308087,77,134.226184
-211.069139,102,134.542904
-102.546284,76,135.519505
-134.159558,125,136.55734
-273.741616,97,137.595227
-106.32385,103,138.659926
-356.389868,85,138.910956
-363.611844,103,140.013022
-125.732615,114,141.184492
-106.529801,109,142.217391
-116.960322,115,143.261132
-335.463328,109,143.606955
-81.92514,83,144.642539
-141.340686,97,145.822041
-147.831398,78,146.723421
-93.281457,67,146.930585
-154.153924,119,148.055574
-16.847093,66,148.244988
-373.67881,118,149.250053
-257.409475,78,150.238087
-99.826878,102,151.236535
-60.511541,60,151.435469
-88.906958,80,152.441257
-632.813989,105,153.89638
-861.642914,119,155.006271
-649.334794,131,156.272787
-403.18804,101,157.336492
-557.107791,77,158.403173
-1110.013555,145,159.626388
-1285.276601,159,161.376951
-318.923203,81,163.568575
-859.017676,155,166.225147
-1107.289191,187,169.131514
-611.48194,89,171.364763
-454.432469,91,173.827938
-1040.354592,148,176.690735
-376.600596,79,179.013844
-2631.264465,264,184.370385
-383.172605,78,184.870303
-357.430893,87,187.07257
-366.642089,84,189.179258
-534.727932,111,189.947481
-1299.958213,158,194.698971
-465.545214,80,195.242688
-1302.711587,164,199.603803
-741.511891,101,200.320374
-351.685746,87,202.459594
-1120.255728,151,204.858947
-447.86393,80,207.19192
-604.968951,89,209.492941
-642.868466,96,210.117625
-422.034255,78,212.232985
-336.759225,96,214.540534
-502.302002,82,215.157278
-1616.521633,214,219.918671
-560.896085,111,222.433742
-826.767977,107,224.819063
-681.57897,118,227.45587
-727.941157,120,228.387734
-489.944659,87,230.888278
-385.380708,84,233.164805
-842.707397,138,235.307865
-1371.49052,167,237.973329
-677.05599,99,239.611649
-912.124648,148,242.285471
-503.588313,81,244.313703
-710.988192,126,246.824152
-675.628277,111,249.332389
-1573.486716,216,252.362759
-1101.724768,146,254.84861
-2325.44688,275,261.500806
-700.4442,93,262.148085
-1243.862669,173,266.758077
-776.505311,145,269.272521
-514.672321,84,269.845637
-483.197582,81,272.145286
-2388.618227,269,277.028175
-562.257291,86,279.20938
-574.723634,100,281.514171
-446.573395,78,281.97914
-723.153295,116,284.30498
-527.964455,99,286.403627
-1038.379643,145,288.944667
-799.304193,126,291.404052
-546.061663,93,293.526012
-1792.307052,198,296.248116
-296.305655,81,298.4272
-3495.482047,374,306.013384
-631.366818,97,308.195117
-307.456049,87,308.770296
-590.330903,93,310.896335
-767.541914,114,313.344709
-573.598363,97,315.789205
-413.635008,85,316.387287
-1657.31205,208,321.199961
-476.222616,113,323.50248
-1384.78666,186,326.397027
-552.880269,91,328.667183
-675.727426,111,331.064423
-376.60461,79,333.122098
-676.214488,101,333.803268
-677.217994,103,336.03233
-485.223501,85,338.030503
-598.729501,96,340.417848
-505.311663,79,340.995774
-675.298688,105,343.293707
-382.299985,81,345.576055
-922.056022,137,348.098522
-806.696236,123,350.554042
-557.808368,97,351.2797
-1684.452837,215,356.084584
-321.70445,79,358.442376
-645.816539,131,361.021767
-455.182452,83,361.641165
-649.480868,109,364.307199
-641.435373,91,366.633586
-1513.877275,185,369.687103
-718.886281,107,372.020327
-585.836635,123,374.459842
-604.719992,102,376.913718
-460.476971,78,378.945575
-400.156657,77,379.437386
-330.336488,92,381.837131
-1090.726493,148,384.696111
-378.016647,91,386.66837
-337.398365,84,387.263733
-524.879939,93,389.503076
-389.925675,90,391.73512
-739.226199,127,394.348711
-264.862128,77,394.833654
-413.884536,79,397.08885
-430.347823,90,399.714999
-557.944601,84,400.30036
-1052.404711,150,404.710305
-830.753476,126,407.250276
-520.699531,86,407.908075
-1588.447514,176,412.553494
-703.81768,112,413.335595
-387.644521,104,415.733203
-571.412155,94,418.081969
-356.53892,85,420.517679
-475.862088,127,423.173631
-1009.027583,175,426.156755
-348.112138,96,428.317101
-687.206202,103,430.679423
-1458.710812,189,433.605124
-566.316699,94,435.883673
-2316.65528,239,440.507391
-1006.084728,219,443.73464
-107.963976,99,446.062838
-127.283268,109,448.501896
-328.67821,101,450.937937
-239.447013,75,451.406326
-245.998746,91,453.376785
-120.417783,72,455.265454
-102.409869,70,455.739171
-155.735796,120,457.915743
-74.427528,73,459.815236
-84.801452,69,460.243063
-84.356543,81,462.402806
-66.391568,87,464.812546
-67.817077,65,465.277623
-145.606318,116,467.426126
-381.102783,112,469.965477
-112.109488,62,470.416816
-140.054919,80,472.448402
-361.040804,158,475.427617
-71.396135,82,477.744042
-96.005458,109,480.115459
-127.651195,145,482.815549
-106.218469,90,484.275002
-49.538683,97,484.594326
-44.060145,112,485.802473
-355.805944,105,487.041287
-155.306892,81,488.263648
-122.122121,134,489.57337
-121.295038,92,489.923512
-177.826735,135,491.347721
-66.052063,72,492.402908
-446.584712,88,493.600068
-134.911843,88,493.918089
-300.273098,78,495.061198
-163.207165,88,496.175604
-65.466686,79,496.462785
-215.436557,111,497.629656
-183.726256,103,498.721279
-205.763015,135,499.950156
-118.988342,97,501.038523
-90.282369,72,501.308325
-129.714805,91,502.415592
-289.134471,122,503.443435
-60.012331,149,504.733659
-144.069594,125,506.00949
-283.623611,165,507.42744
-104.316713,90,508.514716
-57.288241,122,509.793178
-147.080903,134,511.078875
-295.975303,96,512.255354
10.239912,122,513.436323
-122.560514,115,514.634733
-77.185933,90,514.952212
-137.104096,121,516.140308
-305.086574,90,517.308069
-117.904057,85,518.441093
-51.068688,159,519.768228
-109.852834,103,520.828865
-374.517337,127,521.944535
-136.847631,89,522.280039
-156.593141,112,523.397735
-91.720466,141,524.689249
-145.211215,113,525.98988
-109.280074,97,527.181641
-115.739048,121,528.323173
-217.714656,106,529.524358
-346.689714,89,530.708072
-71.111139,67,530.963712
-104.695256,99,532.187554
-201.587459,94,533.100591
-275.938345,114,534.264544
-98.443733,66,534.488839
-41.432193,64,535.499705
-177.331837,142,536.870138
-241.081684,119,538.189557
-140.47796,112,538.606519
-195.591076,118,539.823703
-56.242142,69,540.821751
-185.491349,147,542.196933
23.260558,90,543.223045
-6.230305,132,544.570864
-50.539334,72,544.833788
-25.071298,75,545.790789
15.836171,100,546.865112
-154.069439,178,548.265515
-132.427092,94,549.368194
-88.591236,143,550.683482
-124.382786,86,551.85288
-106.721509,132,553.151552
-192.539449,116,554.472356
-96.51405,67,554.741958
-92.355802,93,555.820289
-202.836383,85,556.138373
-119.139309,106,557.228545
-230.296149,138,558.568475
-141.27327,135,559.916986
-112.668512,135,561.157042
-246.906007,149,563.40333
-128.79973,116,564.561073
-176.32818,105,564.942597
-127.319254,120,566.300467
-164.634154,118,567.549253
-71.646169,73,568.649027
-201.298575,119,569.840483
-175.380349,143,571.180093
-83.969096,121,572.310465
-119.425267,87,572.630088
19.383275,197,575.033392
-180.22741,96,576.231629
-96.341695,106,577.454292
-56.022416,79,577.780269
-118.002152,165,580.23234
-149.005224,110,580.661955
-25.791395,85,581.825359
-84.727757,100,582.987643
-292.136732,149,584.3331
-93.589952,82,585.408203
-85.173024,117,586.673874
-39.720274,92,587.023034
-91.858798,129,588.324097
-63.251599,114,589.555084
-78.289819,91,590.714861
-172.974803,132,591.993737
-156.602703,104,593.212361
-75.405746,103,594.423252
-225.887359,170,595.992779
-200.804706,94,597.280883
-99.341851,181,598.779719
-37.499522,125,600.046373
-82.207582,157,601.420928
-103.802735,97,602.578423
-76.918389,88,603.607457
-183.836642,365,606.584895
-10.56831,136,608.69023
-129.207693,143,610.039955
-67.639442,232,611.730424
