#{"t_start": 1768685426.7193172, "env_id": "LunarLander-v3"}
r,l,t
-297.41789,123,2.403007
-90.456709,69,3.53091
-280.981859,89,4.725334
-418.742501,90,5.11126
-91.570301,108,6.362318
-195.130342,62,7.363583
-137.685402,110,8.579198
-298.104125,86,8.934512
-133.975045,106,10.231359
-157.883885,71,11.227966
-104.383339,77,11.530422
-125.808008,60,12.420791
-142.750362,98,12.821723
-108.087749,75,13.858241
-176.537437,77,15.057579
-430.340629,111,16.284276
-80.453557,64,16.523224
-84.313912,91,17.716794
-43.951815,74,18.018179
-92.236798,106,19.21988
-153.209343,133,20.646548
-72.676782,159,21.997134
-99.602414,76,23.221492
-90.15205,81,24.363535
-117.202174,78,24.699101
-89.325638,81,25.887476
-140.692042,62,26.126904
-222.407226,66,27.14783
-356.120932,136,28.490271
-332.244032,97,29.45628
-112.057598,69,29.742694
-110.10034,66,30.761417
-263.650449,108,31.86961
-261.167129,131,33.29016
-255.553726,66,33.551761
-197.703336,95,34.771001
-360.260365,87,36.028554
-339.120958,91,36.379326
-303.338716,106,37.621479
-127.48212,75,38.737968
-147.940149,142,40.09244
29.167787,108,41.470291
-133.203721,100,41.868558
-372.888894,117,43.223032
-14.195278,106,44.401982
-322.967772,95,45.378938
-131.21968,81,46.396231
-58.084993,80,46.723428
-294.943648,132,48.102457
-113.60586,80,49.193805
-284.276672,91,50.513251
-58.116475,75,50.808428
-83.430837,120,52.13806
-57.564926,143,53.509178
-363.345213,84,54.495811
-356.671842,100,55.63229
-478.075886,102,56.031416
-80.456562,77,57.263923
-124.576238,121,58.551733
-272.172385,92,59.597997
-69.292228,69,59.853215
-180.725825,107,61.117968
-138.577138,70,62.335441
-68.936993,84,62.668914
-102.70955,83,63.745005
-98.439824,82,64.860112
-235.763665,96,65.241255
-96.388046,67,66.369179
-144.53918,81,66.705022
-384.196338,100,67.880529
-164.352174,76,69.21019
-398.693011,101,70.366674
-117.232254,68,70.653233
-102.058158,75,71.68022
-83.311222,85,72.026319
-115.015159,70,73.247106
-63.127339,73,74.372399
-211.814014,114,74.833542
-112.114934,74,75.96613
-145.959336,88,77.095606
-109.805433,73,77.398483
-195.448754,77,78.426005
-97.585298,130,79.700233
-174.84715,115,80.894885
-119.372642,93,81.261615
-181.534811,83,82.367463
-126.862587,93,83.442436
-55.145806,71,83.733404
-123.239351,126,85.262824
-216.111993,74,86.369052
-96.268174,64,86.623929
-115.933103,78,87.746203
-69.487663,76,88.944152
-219.401038,112,90.169904
-189.234337,113,90.648151
-104.602535,133,91.970445
-128.930857,62,93.100703
-116.277133,80,94.245901
-171.834642,107,94.686149
-120.68427,85,95.825717
-29.973704,85,96.97286
-230.08621,114,98.177022
-170.788991,154,99.675324
-408.477069,108,100.946069
-81.870864,99,101.331843
-86.596639,77,102.425231
-291.617936,79,103.605301
-228.776972,103,104.005913
-305.783557,94,105.319201
-105.299626,79,106.441182
-225.480649,113,107.757126
-90.863404,75,108.071064
-259.90241,89,109.238003
-109.037481,130,110.638286
-170.204919,97,111.90304
-76.668201,76,112.220615
-136.619487,91,113.449536
24.379864,93,114.707496
-219.712525,116,116.061331
-179.571227,72,116.349181
-300.602128,136,117.71006
-328.398105,155,120.047872
-86.603356,71,120.330808
-132.719047,120,121.643207
-164.122372,104,122.883451
-203.259863,96,124.107882
-16.38426,84,124.4415
-499.233104,83,125.684122
-80.110707,64,125.93762
-288.859804,100,127.053992
-331.61478,159,128.592291
-160.97987,84,129.713635
-41.471843,129,131.018052
