#{"t_start": 1768915006.2329974, "env_id": "LunarLander-v3"}
r,l,t
-182.323625,94,1.555449
-490.382068,137,1.770267
-362.428884,120,1.957762
-148.742833,58,2.07207
-26.264895,78,2.172442
-386.676897,98,2.337872
-164.775853,100,2.504497
-379.668336,113,2.690764
-305.049966,91,2.819993
-170.486458,114,3.005583
-144.678381,68,3.131649
-167.544019,135,3.323128
-168.287877,115,3.505808
-248.134111,98,3.652215
-360.93136,93,3.787148
-181.867495,126,3.987192
-140.183072,102,4.156008
-90.787489,58,4.257605
-86.077759,65,4.355331
-85.583665,58,4.467219
-70.415095,64,4.563961
-121.198027,107,4.740634
-135.938359,101,4.900409
-322.461563,75,5.004444
-125.745176,107,5.190191
-223.608191,101,5.341594
-141.035233,70,5.452433
-75.76386,65,5.557544
-62.244996,67,5.658178
-88.644033,88,5.80711
-374.295736,130,6.036815
-85.844375,88,6.190345
-316.700653,96,6.341324
-114.184502,113,6.502755
-201.975646,104,6.673846
-159.014495,106,6.85556
-139.587255,101,7.040313
-287.772308,134,7.259373
-28.443584,107,7.435221
-182.32664,128,7.642702
-157.360904,115,7.831646
-99.962373,127,8.050844
-150.800083,108,8.203863
-242.131452,116,8.400842
-114.963245,110,8.582829
-203.734648,86,8.723894
-355.622573,92,8.889274
-52.070649,74,8.986208
-298.14617,87,9.125162
-175.982681,108,9.316377
-73.181994,68,9.406268
-85.96246,80,9.539961
-91.108822,59,9.640321
-285.813157,100,9.805115
-93.018528,74,9.939535
-239.895879,77,10.052876
-242.558938,116,10.242104
-202.674753,125,10.449363
-111.276103,80,10.594248
-119.300385,103,10.774709
-6.943697,122,10.975474
-148.908361,150,11.223664
-223.912592,98,11.391493
-119.609304,107,11.54467
-108.76999,132,11.757382
-131.50057,109,12.09745
-137.276668,128,12.479311
-63.35814,144,12.94999
-98.701532,115,13.289493
-94.212538,69,13.548575
-70.192,75,13.804284
-87.368886,106,14.152205
-321.944734,129,14.568552
-339.796551,89,14.859308
-90.570705,93,15.134112
-81.671738,106,15.411985
-343.252239,154,15.906495
-141.156425,131,16.348003
-178.759367,118,16.734087
-134.182403,83,16.977601
-242.164459,87,17.305553
-108.770885,86,17.631913
-87.843187,80,17.82955
-53.418801,151,18.361816
-120.987912,95,18.66561
-206.056267,151,19.126467
-203.775804,105,19.494627
-167.793231,72,19.765318
-45.138236,132,20.208784
-250.62178,93,20.462934
-190.244211,86,20.74938
-93.499527,82,21.028161
