#{"t_start": 1768663490.5023088, "env_id": "LunarLander-v3"}
r,l,t
-89.577834,59,1.903163
-261.438872,92,2.103777
-135.626635,110,2.381529
-100.087701,84,2.546452
-24.917736,118,2.78111
-489.543869,113,3.003274
-271.832805,109,3.220034
-112.779049,86,3.393556
-421.314297,86,3.53208
-85.619215,76,3.669809
-40.420771,55,3.749624
-162.765249,95,3.918884
-30.924474,126,4.135493
-140.237742,94,4.303739
-137.757918,93,4.42993
-159.842843,119,4.647115
-107.938855,79,4.817261
-102.098912,68,4.928127
-314.360175,94,5.11503
-98.018825,129,5.365577
-361.057099,124,5.663162
-126.668895,83,5.843605
-188.829613,71,5.983769
-140.055564,127,6.213331
-70.685978,101,6.414368
-55.740507,69,6.553168
-211.425842,90,6.712584
-121.658076,105,6.931287
-120.762306,122,7.185319
-162.776269,81,7.353564
-143.161179,154,7.649824
-123.263815,114,7.886999
-93.925196,92,8.063634
-89.037501,84,8.198229
-124.777413,101,8.383108
-106.610439,86,8.552834
-215.064951,105,8.752865
-60.884799,75,8.866104
-194.373607,103,9.076541
-85.601384,71,9.22051
-309.966394,124,9.449927
-107.519715,112,9.679828
-133.940473,69,9.838778
-391.222539,101,10.040357
-212.994754,111,10.253861
-218.477035,124,10.504188
-62.375952,65,10.617574
-104.66049,98,10.821254
-369.202328,88,10.963485
-237.248117,103,11.164035
-198.604994,132,11.397983
-172.276613,78,11.551533
-104.916973,95,11.762648
17.285383,92,11.913443
-16.893877,134,12.178361
-306.26539,107,12.397827
-118.43943,141,12.663821
-210.005602,120,12.897279
-234.948052,99,13.099319
-127.053592,142,13.382808
-117.60304,73,13.536504
-83.979646,79,13.679536
-172.335197,128,13.929379
-213.108871,105,14.147853
-265.057257,102,14.349278
-90.419524,113,14.585419
-205.202606,100,14.790823
-78.706245,67,14.899521
-112.472652,95,15.085164
-170.273202,94,15.277126
-83.957909,101,15.447222
-200.689631,89,15.632296
-144.77094,106,15.851298
-312.688384,88,16.036203
-45.106079,75,16.164823
-157.338123,94,16.335683
-84.539813,88,16.527534
-143.182271,130,16.770688
-292.0663,91,16.928909
-171.584253,70,17.068067
-77.195884,93,17.265579
-110.040084,89,17.429917
-180.293337,146,17.753794
-125.059581,87,17.898731
-272.403465,95,18.074344
-102.102684,127,18.305666
-176.508518,121,18.552451
-72.846717,59,18.663883
-142.108302,84,18.849954
-178.982183,121,19.101208
-178.983837,109,19.318892
-191.95914,138,19.585363
-84.963554,137,19.818
-329.907484,113,20.053033
-278.503984,120,20.285664
-154.056127,104,20.487001
-140.483369,159,20.786438
-21.073032,99,20.983033
-131.363772,106,21.16192
-135.595605,91,21.342544
-97.177913,80,21.502825
-388.17449,193,21.863819
-379.921335,141,22.114636
-81.672908,144,22.396072
-326.036692,151,22.741126
-248.731557,117,22.953234
-157.773507,97,23.130497
-107.982295,106,23.347303
-86.410982,85,23.519124
-89.804849,87,23.699229
-114.266356,122,23.895867
-24.115996,114,24.131124
-125.796397,157,24.453253
-65.67067,116,24.677415
-82.399724,135,24.936226
-113.11974,131,25.169877
-137.715679,117,25.378242
-102.340592,162,25.71893
-60.124722,128,25.969315
-292.035104,120,26.20695
-366.334236,189,26.547753
-282.897585,174,26.931582
-64.150229,79,27.065686
-120.336227,123,27.283962
-205.624291,157,27.564414
-57.940465,114,27.814457
-68.92141,83,27.984082
-252.972124,146,28.266228
-133.860803,178,28.613559
-266.131535,135,28.879436
-332.619922,143,29.195238
-31.110748,211,29.582371
-203.740347,218,30.017229
-273.941649,112,30.202799
-129.871792,264,30.717167
-40.957261,141,30.951745
-62.929779,118,31.168446
-66.358076,95,31.355846
-104.659615,157,31.650915
-79.608742,83,31.809927
-156.78898,143,32.109049
-55.665,120,32.320941
-62.454185,79,32.463986
-233.085348,121,32.699102
-56.549551,153,32.980899
-85.253501,139,33.246328
-131.271497,145,33.539479
-109.826908,175,33.866877
-95.748647,245,34.35232
-63.296428,139,34.585737
-83.705663,181,34.930295
-9.633429,191,35.285289
-18.863414,132,35.550952
-81.687023,151,35.845032
-180.931654,123,36.066419
-85.677782,146,36.316459
-49.584335,106,36.533561
-37.925286,165,36.814608
-218.974964,158,37.112433
-98.141829,175,37.450753
-72.617291,162,37.749366
-143.322671,208,38.130992
-62.005477,276,38.569059
-1094.696489,250,40.811846
-988.574724,324,41.516512
-1074.996675,281,42.064463
-857.3147,214,42.519197
-782.275659,233,43.019576
-1102.399856,254,43.51374
-206.496785,109,43.736304
-708.445164,208,44.114563
-1038.040467,244,44.614542
-1018.347126,242,45.100788
-428.884149,183,45.446038
-415.592556,195,45.851019
-665.448106,246,46.334641
-959.915979,224,46.804372
-1066.721829,325,47.431155
-1075.885032,252,47.91666
-1089.891532,267,48.414826
-707.267492,220,48.867001
-1007.083875,259,49.371618
-1011.05553,249,49.872332
-1085.136979,283,50.414761
-976.214152,221,50.851405
-1103.771466,271,51.367389
-380.652442,196,51.729009
-698.739351,250,52.230015
-739.107824,205,52.63331
-754.477146,224,53.085278
-1110.348403,267,53.601249
-944.430561,215,54.011242
-761.126138,233,54.480193
-1156.47517,287,55.07039
-597.899459,229,55.494915
-924.680333,231,55.94728
-1077.209512,252,56.446762
-1116.972453,301,57.028024
-818.477212,216,57.463256
-1106.927555,260,57.964153
-1115.134563,257,58.479851
-984.061446,229,58.917557
-825.877201,219,59.352089
-1043.701176,247,59.851322
-714.549903,205,60.23012
-1107.058851,298,60.835607
-895.038684,218,61.229306
-596.977655,205,61.650446
-925.658855,239,62.128437
-1106.625694,314,62.745316
-700.538888,261,63.26405
-731.398619,214,63.682734
-1050.131613,235,64.152617
-987.340499,224,64.559968
-658.66562,198,64.974814
-589.619002,198,65.401
-1077.492031,300,65.999813
-1126.420135,301,66.579629
-1070.974423,367,67.302015
-848.242844,212,67.734622
-1029.901017,284,68.266374
-1073.118395,309,68.86162
-520.416455,201,69.2671
-301.139243,212,69.716393
-579.318497,197,70.109832
-809.437668,225,70.553333
-1065.504846,274,71.097839
-560.737521,209,71.518903
-749.331281,227,71.960335
-348.897288,192,72.349584
-977.530948,227,72.818904
-967.34101,221,73.226547
-1077.519252,273,73.795271
-362.665114,196,74.163226
-764.288295,220,74.617706
-996.879457,232,75.094324
-360.486771,190,75.461916
-986.50638,223,75.919999
-970.98217,275,76.448432
-1169.507892,313,77.101668
-1119.826514,251,77.561683
-875.024322,221,78.023753
-780.129406,243,78.498463
-1067.417868,248,78.981234
-535.786697,202,79.375347
-1057.53174,307,79.958485
-407.535667,231,80.406387
-34.901172,375,81.117354
-87.331977,132,81.35109
-19.260368,175,81.647067
-68.493359,297,82.146203
-9.554833,186,82.466508
-52.350642,134,82.714665
0.738015,211,83.108524
17.050505,149,83.368463
-52.585328,194,83.713429
-30.364666,418,84.402534
-384.863555,198,84.698261
1.76634,295,85.19402
14.472714,279,85.644469
113.62496,1000,87.279688
-35.35393,300,87.800232
-141.266169,550,88.665897
